search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20191231&after=priority:20100101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CA-2908483-C,Encapsulating magnetic fields for plasma confinement ,"Lockheed Martin Corporation, Thomas John Mcguire",Thomas John Mcguire,2013-04-03,2014-04-03,2021-04-13,2021-04-13,https://patents.google.com/patent/CA2908483C/en,
JP-6563897-B2,Fusion reactor ,"ロッキード マーティン コーポレイションＬｏｃｋｈｅｅｄ Ｍａｒｔｉｎ Ｃｏｒｐｏｒａｔｉｏｎ, ロッキード  マーティン  コーポレイション",マクガイアー，トーマス，ジョン,2013-04-03,2014-04-03,2019-08-21,2019-08-21,https://patents.google.com/patent/JP6563897B2/en,https://patentimages.storage.googleapis.com/5e/f9/ee/79548bacd256cb/0006563897-2.png
JP-2016521358-A,Active cooling for structures in plasmas. ,"ロッキード マーティン コーポレイションＬｏｃｋｈｅｅｄ Ｍａｒｔｉｎ Ｃｏｒｐｏｒａｔｉｏｎ, ロッキード  マーティン  コーポレイション",マクガイアー，トーマス，ジョン,2013-04-03,2014-04-03,2016-07-21,,https://patents.google.com/patent/JP2016521358A/en,https://patentimages.storage.googleapis.com/e5/27/db/10dcf122213854/2016521358-3.png
SG-11201508213X-A,Heating plasma for fusion power using neutral beam injection ,Lockheed Corp,"Thomas John Mcguire, Josh Eugene Coleman",2013-04-03,2014-04-03,2015-11-27,,https://patents.google.com/patent/SG11201508213XA/en,
JP-2016535242-A,System for support structure in plasma ,"ロッキード マーティン コーポレイションＬｏｃｋｈｅｅｄ Ｍａｒｔｉｎ Ｃｏｒｐｏｒａｔｉｏｎ, ロッキード  マーティン  コーポレイション",マクガイアー，トーマス，ジョン,2013-04-03,2014-04-03,2016-11-10,,https://patents.google.com/patent/JP2016535242A/en,https://patentimages.storage.googleapis.com/13/34/ca/47bdf5bb0564e3/2016535242-3.png
AU-2014281139-A1,System for supporting structures immersed in plasma ,Lockheed Martin Corporation,Thomas John Mcguire,2013-04-03,2014-04-03,2015-10-29,,https://patents.google.com/patent/AU2014281139A1/en,
PT-2981967-T,Magnetic field plasma confinement for compact fusion power reactor ,Lockheed Corp,John Mcguire Thomas,2013-04-03,2014-04-03,2017-11-14,,https://patents.google.com/patent/PT2981967T/en,
KR-102201955-B1,System for supporting structures immersed in plasma ,록히드 마틴 코포레이션,토마스 존 맥과이어,2013-04-03,2014-04-03,2021-01-11,2021-01-11,https://patents.google.com/patent/KR102201955B1/en,https://patentimages.storage.googleapis.com/a1/6f/45/ba57f3eebadc7e/112015105607111-pct00001.png
AU-2014281140-A1,Magnetic field plasma confinement for compact fusion reactor ,Lockheed Martin Corporation,Thomas John Mcguire,2013-04-03,2014-04-03,2015-10-29,,https://patents.google.com/patent/AU2014281140A1/en,
SG-11201508212S-A,Active cooling of structures immersed in plasma ,Lockheed Corp,Thomas John Mcguire,2013-04-03,2014-04-03,2015-11-27,,https://patents.google.com/patent/SG11201508212SA/en,
BR-112015025231-A2,magnetic field plasma confinement for compact fusion reactor ,Lockheed Corp,John Mcguire Thomas,2013-04-03,2014-04-03,2017-07-18,,https://patents.google.com/patent/BR112015025231A2/en,
CA-2848670-A1,Fusion power based on a symmetrical plasma beam configuration ,"Xian-jun ZHENG, Willy Liu","Xian-jun ZHENG, Willy Liu",2014-04-10,2014-04-10,2015-10-10,,https://patents.google.com/patent/CA2848670A1/en,
GB-2525021-A,Efficient compact fusion reactor ,Tokamak Energy Ltd,"Alan Sykes, Mikhail Gryaznevich, David Kingham",2014-04-10,2014-04-10,2015-10-14,,https://patents.google.com/patent/GB2525021A/en,
CA-2848670-C,Fusion power based on a symmetrical plasma beam configuration ,"Xian-jun ZHENG, Willy Liu","Xian-jun ZHENG, Willy Liu",2014-04-10,2014-04-10,2023-08-22,2023-08-22,https://patents.google.com/patent/CA2848670C/en,
GB-201406476-D0,Efficient compact fusion reactor ,Tokamak Energy Ltd,,2014-04-10,2014-04-10,2014-05-28,,https://patents.google.com/patent/GB201406476D0/en,
IN-2014KN00882-A,Solenoid donut ,Owen Ross,Owen Ross,2011-09-26,2014-04-22,2015-10-02,,https://patents.google.com/patent/IN2014KN00882A/en,
US-9368244-B2,Hybrid molten salt reactor with energetic neutron source ,Robert Daniel Woolley,Robert Daniel Woolley,2013-09-16,2014-04-23,2016-06-14,2016-06-14,https://patents.google.com/patent/US9368244B2/en,https://patentimages.storage.googleapis.com/9d/35/2d/38ef11bb785cc8/US09368244-20160614-D00000.png
US-2015078504-A1,Hybrid molten salt reactor with energetic neutron source ,Robert Daniel Woolley,Robert Daniel Woolley,2013-09-16,2014-04-23,2015-03-19,,https://patents.google.com/patent/US20150078504A1/en,https://patentimages.storage.googleapis.com/ba/68/11/7c0a9dddd3760f/US20150078504A1-20150319-D00000.png
US-2014334585-A1,Hybrid indirect-drive/direct-drive target for inertial confinement fusion ,"Lawrence Livermore National Security, Llc",Lindsay John Perkins,2013-05-07,2014-04-25,2014-11-13,,https://patents.google.com/patent/US20140334585A1/en,https://patentimages.storage.googleapis.com/43/80/87/afd1ab45788ea7/US20140334585A1-20141113-D00000.png
US-9905318-B2,Hybrid indirect-drive/direct-drive target for inertial confinement fusion ,"Lawrence Livermore National Security, Llc",Lindsay John Perkins,2013-05-07,2014-04-25,2018-02-27,2018-02-27,https://patents.google.com/patent/US9905318B2/en,https://patentimages.storage.googleapis.com/86/ee/8b/dccd615c8d9a62/US09905318-20180227-D00000.png
ZA-201403057-B,Systems and methods for forming and maintaining a high performance frc ,Univ California,"Smirnov Artem, Putvinski Sergei, Guo Houyang, Garate Eusebio, Barnes Dan, Tuszewski Michel, Binderbauer Michi",2011-11-14,2014-04-25,2015-12-23,,https://patents.google.com/patent/ZA201403057B/en,
CL-2014001188-A1,"System for generating and maintaining a magnetic field with an inverted field configuration comprising a confinement chamber, first and second frc-forming sections diametrically opposed coupled to the confinement chamber, a plurality of coupled atom atom beam injectors. ",Univ California,"Michel Tuszewski, Michl Binderbauer, Dan Barnes, Eusebio Garate, Houyang Guo, Sergei Putvinski, Artem Smirnov",2011-11-14,2014-05-07,2014-10-17,,https://patents.google.com/patent/CL2014001188A1/en,
IL-232548-B,Systems and methods for forming and maintaining a high performance frc ,"Univ California, Binderbauer Michl, Tuszewski Michel, Barnes Dan, Garate Eusebio, Guo Houyang, Putvinski Sergei, Smirnov Artem","Binderbauer Michl, Tuszewski Michel, Barnes Dan, Garate Eusebio, Guo Houyang, Putvinski Sergei, Smirnov Artem",2011-11-14,2014-05-11,2018-05-31,,https://patents.google.com/patent/IL232548B/en,
IL-232548-A0,Systems and methods for forming and maintaining a high performance frc ,"Univ California, Michl Binderbauer, Tuszewski Michel, Barnes Dan, Garate Eusebio, Guo Houyang, Putvinski Sergei, Smirnov Artem",,2011-11-14,2014-05-11,2014-06-30,,https://patents.google.com/patent/IL232548A0/en,
EP-2998962-A4,Heat receiving tile formed from carbon fiber composite material and method for producing same ,Kawasaki Jukogyo Kabushiki Kaisha,"Hirokazu Yamada, Yuuichirou Mori, Kouji Satou, Kiyotaka MATSUNAMI, Yasutaka Maeda, Tamotsu Nakae, Makoto Kubota, Shinji Sakurai, Shigetoshi Nakamura, Hidetsugu OZAKI",2013-05-16,2014-05-14,2017-01-11,,https://patents.google.com/patent/EP2998962A4/en,
EP-2998962-A1,Heat receiving tile formed from carbon fiber composite material and method for producing same ,Kawasaki Jukogyo Kabushiki Kaisha,"Hirokazu Yamada, Yuuichirou Mori, Kouji Satou, Kiyotaka MATSUNAMI, Yasutaka Maeda, Tamotsu Nakae, Makoto Kubota, Shinji Sakurai, Shigetoshi Nakamura, Hidetsugu OZAKI",2013-05-16,2014-05-14,2016-03-23,,https://patents.google.com/patent/EP2998962A1/en,https://patentimages.storage.googleapis.com/20/25/ad/a913d571193c46/imgf0001.png
EP-2998962-B1,Heat receiving tile formed from carbon fiber composite material and method for producing same ,Kawasaki Jukogyo Kabushiki Kaisha,"Hirokazu Yamada, Yuuichirou Mori, Kouji Satou, Kiyotaka MATSUNAMI, Yasutaka Maeda, Tamotsu Nakae, Makoto Kubota, Shinji Sakurai, Shigetoshi Nakamura, Hidetsugu OZAKI",2013-05-16,2014-05-14,2018-07-11,2018-07-11,https://patents.google.com/patent/EP2998962B1/en,https://patentimages.storage.googleapis.com/7f/98/5e/d66389b89ca36f/imgf0001.png
WO-2014185476-A1,Heat receiving tile formed from carbon fiber composite material and method for producing same ,川崎重工業株式会社,"山田　弘一, 雄一郎 森, 康士 佐藤, 清隆 松並, 泰孝 前田, 保 中榮, 亮 窪田, 真治 櫻井, 誠俊 中村, 豪嗣 尾▲崎▼",2013-05-16,2014-05-14,2014-11-20,,https://patents.google.com/patent/WO2014185476A1/en,https://patentimages.storage.googleapis.com/9b/0d/1d/d62e047f73cb60/JPOXMLDOC01-appb-D000001.png
US-2016116227-A1,Heat receiving tile formed of carbon fiber composite material and method of manufacturing the same ,Kawasaki Jukogyo Kabushiki Kaisha,"Hirokazu Yamada, Yuuichirou Mori, Kouji Satou, Kiyotaka MATSUNAMI, Yasutaka Maeda, Tamotsu NAKAE, Makoto Kubota, Shinji Sakurai, Shigetoshi Nakamura, Hidetsugu OZAKI",2013-05-16,2014-05-14,2016-04-28,,https://patents.google.com/patent/US20160116227A1/en,https://patentimages.storage.googleapis.com/28/3f/74/222528d1b52862/US20160116227A1-20160428-D00000.png
US-10101094-B2,Heat receiving tile formed of carbon fiber composite material and method of manufacturing the same ,Kawasaki Jukogyo Kabushiki Kaisha,"Hirokazu Yamada, Yuuichirou Mori, Kouji Satou, Kiyotaka MATSUNAMI, Yasutaka Maeda, Tamotsu NAKAE, Makoto Kubota, Shinji Sakurai, Shigetoshi Nakamura, Hidetsugu OZAKI",2013-05-16,2014-05-14,2018-10-16,2018-10-16,https://patents.google.com/patent/US10101094B2/en,https://patentimages.storage.googleapis.com/f3/82/95/14ae7bb76c877a/US10101094-20181016-D00000.png
US-2014348283-A1,Application of compressed magnetic fields to the ignition and thermonuclear burn of inertial confinement fusion targets ,"Lawrence Livermore National Security, Llc","Lindsay John Perkins, Jim H. Hammer, John D. Moody, Max Tabak, George Beedon Zimmerman, Burl Grant Logan",2013-05-23,2014-05-15,2014-11-27,,https://patents.google.com/patent/US20140348283A1/en,https://patentimages.storage.googleapis.com/f5/fe/03/932a8c948b5bb6/US20140348283A1-20141127-D00000.png
US-10134491-B2,Application of compressed magnetic fields to the ignition and thermonuclear burn of inertial confinement fusion targets ,"Lawrence Livermore National Security, Llc","Lindsay John Perkins, Jim H. Hammer, John D. Moody, Max Tabak, George Beedon Zimmerman, Burl Grant Logan",2013-05-23,2014-05-15,2018-11-20,2018-11-20,https://patents.google.com/patent/US10134491B2/en,https://patentimages.storage.googleapis.com/55/5b/e9/0f687c850fbd26/US10134491-20181120-D00000.png
GB-201410195-D0,Toroidal field coil for use in a fusion reactor ,Tokamak Energy Ltd,,2013-09-13,2014-06-09,2014-07-23,,https://patents.google.com/patent/GB201410195D0/en,
GB-2519827-A,Toroidal field coil for use in a fusion reactor ,Tokamak Energy Ltd,"Alan Sykes, Mikhail Gryaznevich, David Kingham, Ziad Melhem, Steven Ball, David Hawksworth",2013-09-13,2014-06-09,2015-05-06,,https://patents.google.com/patent/GB2519827A/en,
EP-3089166-A4,Nuclear fusion furnace ,Jackal Growl Publishing Co. Limited,Xiqiu LIANG,2013-12-23,2014-06-12,2017-06-28,,https://patents.google.com/patent/EP3089166A4/en,
WO-2015096405-A1,Nuclear fusion furnace ,狼嗥出版社有限公司,梁锡球,2013-12-23,2014-06-12,2015-07-02,,https://patents.google.com/patent/WO2015096405A1/en,
EP-3089166-A1,Nuclear fusion furnace ,Jackal Growl Publishing Co. Limited,Xiqiu LIANG,2013-12-23,2014-06-12,2016-11-02,,https://patents.google.com/patent/EP3089166A1/en,https://patentimages.storage.googleapis.com/15/6a/22/ef8d4bf41def80/imgf0001.png
WO-2014202739-A1,Electromagnetic radiating structure to generate a direct current in a magnetically confined plasma in a tokomak thermonuclear fusion reactor by high frequency electromagnetic radiation ,Universita' Degli Studi Di Torino,Giuseppe BOSIA,2013-06-19,2014-06-19,2014-12-24,,https://patents.google.com/patent/WO2014202739A1/en,
JP-2016014626-A,Laser nuclear fusion fuel container manufacturing method ,"浜松ホトニクス株式会社, Hamamatsu Photonics Kk","仲弘 佐藤, Nakahiro Sato, 仲弘 佐藤, 涼 吉村, Ryo Yoshimura, 涼 吉村, 勝 高木, Masaru Takagi, 勝 高木, 利幸 川嶋, Toshiyuki Kawashima, 利幸 川嶋, 菅　博文, Hirobumi Suga, 博文 菅",2014-07-03,2014-07-03,2016-01-28,,https://patents.google.com/patent/JP2016014626A/en,https://patentimages.storage.googleapis.com/7c/55/cf/a50351651e423d/2016014626-3.png
JP-6297938-B2,Method of manufacturing a fuel container for laser fusion ,浜松ホトニクス株式会社,"仲弘 佐藤, 仲弘 佐藤, 涼 吉村, 涼 吉村, 勝 高木, 勝 高木, 利幸 川嶋, 利幸 川嶋, 菅　博文, 博文 菅",2014-07-03,2014-07-03,2018-03-20,2018-03-20,https://patents.google.com/patent/JP6297938B2/en,https://patentimages.storage.googleapis.com/a7/9e/78/8ccd88c7fc63ec/0006297938-2.png
JP-2016015281-A,Method for manufacturing tracer-incorporated pellet for magnetic field nuclear fusion ,"浜松ホトニクス株式会社, Hamamatsu Photonics Kk","仲弘 佐藤, Nakahiro Sato, 仲弘 佐藤, 涼 吉村, Ryo Yoshimura, 涼 吉村, 勝 高木, Masaru Takagi, 勝 高木, 利幸 川嶋, Toshiyuki Kawashima, 利幸 川嶋, 菅　博文, Hirobumi Suga, 博文 菅",2014-07-03,2014-07-03,2016-01-28,,https://patents.google.com/patent/JP2016015281A/en,https://patentimages.storage.googleapis.com/5f/63/1d/4895ec3bd5aa75/2016015281-3.png
JP-6294776-B2,Method of manufacturing pellet with built-in tracer for magnetic field fusion ,浜松ホトニクス株式会社,"仲弘 佐藤, 仲弘 佐藤, 涼 吉村, 涼 吉村, 勝 高木, 勝 高木, 利幸 川嶋, 利幸 川嶋, 菅　博文, 博文 菅",2014-07-03,2014-07-03,2018-03-14,2018-03-14,https://patents.google.com/patent/JP6294776B2/en,https://patentimages.storage.googleapis.com/52/a3/07/8c730a53ddc5f5/0006294776-2.png
UA-96412-U,fusion-type reactor ,Михайло Анатолійович Кудряшов,Михайло Анатолійович Кудряшов,2012-09-03,2014-07-03,2015-02-10,,https://patents.google.com/patent/UA96412U/en,
GB-201412540-D0,Shielding materials for fusion reactors ,Tokamak Energy Ltd,,2014-07-15,2014-07-15,2014-08-27,,https://patents.google.com/patent/GB201412540D0/en,
GB-2528272-A,Shielding materials for fusion reactors ,Tokamak Energy Ltd,"David Kingham, George Smith",2014-07-15,2014-07-15,2016-01-20,,https://patents.google.com/patent/GB2528272A/en,
GB-2528272-B,Shielding materials for fusion reactors ,Tokamak Energy Ltd,"Kingham David, Smith George",2014-07-15,2014-07-15,2017-06-21,2017-06-21,https://patents.google.com/patent/GB2528272B/en,
US-2015076359-A1,System and Method for Generation of Extreme Ultraviolet Light ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg Khodykin, Daniel C. Wack, Konstantin Tsigutkin, Layton Hale, Joseph Walsh, Frank Chilese",2013-07-22,2014-07-18,2015-03-19,,https://patents.google.com/patent/US20150076359A1/en,https://patentimages.storage.googleapis.com/00/21/0d/fc017d50ec3d97/US20150076359A1-20150319-D00000.png
US-9544984-B2,System and method for generation of extreme ultraviolet light ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg Khodykin, Daniel C. Wack, Konstantin Tsigutkin, Layton Hale, Joseph Walsh, Frank Chilese, Rudy F. Garcia, Brian Ahr",2013-07-22,2014-07-18,2017-01-10,2017-01-10,https://patents.google.com/patent/US9544984B2/en,https://patentimages.storage.googleapis.com/d9/f1/66/47d92c213ba7fe/US09544984-20170110-D00000.png
EP-3025565-A4,System and method for generation of extreme ultraviolet light ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg KHODYKIN, Daniel Wack, Konstantin Tsigutkin, Layton HALE, Joseph Walsh, Frank Chilese",2013-07-22,2014-07-21,2017-05-24,,https://patents.google.com/patent/EP3025565A4/en,
KR-102127548-B1,System and method for generation of extreme ultraviolet light ,케이엘에이 코포레이션,"알렉산더 바이카노프, 올레그 코다이킨, 다니엘 와크, 콘스탄틴 치구트킨, 레이튼 헤일, 조셉 월쉬, 프랭크 칠리스, 루디 에프 가르시아, 브라이언 아르",2013-07-22,2014-07-21,2020-07-07,2020-07-07,https://patents.google.com/patent/KR102127548B1/en,https://patentimages.storage.googleapis.com/91/44/08/ef8d9396fefb9a/112016016145974-pct00001.png
KR-20160034970-A,System and method for generation of extreme ultraviolet light ,케이엘에이-텐코 코포레이션,"알렉산더 바이카노프, 올레그 코다이킨, 다니엘 와크, 콘스탄틴 치구트킨, 레이튼 헤일, 조셉 월쉬, 프랭크 칠리스",2013-07-22,2014-07-21,2016-03-30,,https://patents.google.com/patent/KR20160034970A/en,https://patentimages.storage.googleapis.com/a2/0d/9d/6a7a7e5df9d3c5/pct00001.png
EP-3025565-B1,Apparatus for generation of extreme ultraviolet light and inspection system comprising the same ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg KHODYKIN, Daniel Wack, Konstantin Tsigutkin, Layton HALE, Joseph Walsh, Frank Chilese, Rudy F. Garcia, Brian Ahr",2013-07-22,2014-07-21,2020-04-22,2020-04-22,https://patents.google.com/patent/EP3025565B1/en,https://patentimages.storage.googleapis.com/4f/20/fc/530ff7edee565a/imgf0001.png
WO-2015013185-A1,System and method for generation of extreme ultraviolet light ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg KHODYKIN, Daniel Wack, Konstantin Tsigutkin, Layton HALE, Joseph Walsh, Frank Chilese",2013-07-22,2014-07-21,2015-01-29,,https://patents.google.com/patent/WO2015013185A1/en,
EP-3025565-A1,System and method for generation of extreme ultraviolet light ,Kla-Tencor Corporation,"Alexander Bykanov, Oleg KHODYKIN, Daniel Wack, Konstantin Tsigutkin, Layton HALE, Joseph Walsh, Frank Chilese",2013-07-22,2014-07-21,2016-06-01,,https://patents.google.com/patent/EP3025565A1/en,
JP-2016531316-A,System and method for generation of extreme ultraviolet light ,"ケーエルエー−テンカー コーポレイション, ケーエルエー−テンカー  コーポレイション","アレクサンダー ビカノフ, アレクサンダー ビカノフ, オレク ホディキン, オレク ホディキン, ダニエル ワック, ダニエル ワック, コンスタンティン ツィグツキン, コンスタンティン ツィグツキン, レイトン ヘイル, レイトン ヘイル, ジョーセフ ウォルシュ, ジョーセフ ウォルシュ, フランク チレセ, フランク チレセ",2013-07-22,2014-07-21,2016-10-06,,https://patents.google.com/patent/JP2016531316A/en,https://patentimages.storage.googleapis.com/6c/e2/55/2901bcdc84c278/2016531316-3.png
DE-202014103381-U1,Asynchronous deuterium tritium magnetic and inertial confinement nuclear fusion reactor with a rotating magnetic field (DT-AMTKFR with rotating field) ,Mirsultan I. Hashimov,,2014-07-23,2014-07-23,2014-08-26,,https://patents.google.com/patent/DE202014103381U1/en,https://patentimages.storage.googleapis.com/24/2a/53/5c1a0222e6aaa3/DE202014103381U1_0005.png
TW-I543192-B,A nuclear fusion furnace ,Jackal Growl Publishing Co Ltd,Sik Kau Leung,2013-12-23,2014-08-06,2016-07-21,2016-07-21,https://patents.google.com/patent/TWI543192B/en,
TW-201526020-A,Nuclear fusion furnace ,Jackal Growl Publishing Co Ltd,Sik Kau Leung,2013-12-23,2014-08-06,2015-07-01,,https://patents.google.com/patent/TW201526020A/en,
WO-2015021403-A1,Ternary alloy and eutectic heat transfer fluid composition for fusion blankets ,"Lawrence Livermore National Security, Llc","Kevin J. Kramer, James A. DEMUTH, Bassem S. EL-DASHER, Joseph C. Farmer",2013-08-08,2014-08-08,2015-02-12,,https://patents.google.com/patent/WO2015021403A1/en,
US-9754686-B2,Plasma confinement system and methods for use ,University Of Washington Through Its Center For Commercialization,"Thomas R. Jarboe, Derek Sutherland",2013-08-20,2014-08-18,2017-09-05,2017-09-05,https://patents.google.com/patent/US9754686B2/en,https://patentimages.storage.googleapis.com/91/45/5b/8f6973bb9e910b/US09754686-20170905-D00000.png
US-2015055739-A1,Plasma Confinement System and Methods for Use ,University of Washington through its Center or Commercialization,"Thomas R. Jarboe, Derek Sutherland",2013-08-20,2014-08-18,2015-02-26,,https://patents.google.com/patent/US20150055739A1/en,https://patentimages.storage.googleapis.com/3a/14/5d/e197df3d0a34ee/US20150055739A1-20150226-D00000.png
GB-2529412-A,Hybrid magnet for use in fusion reactors ,Tokamak Energy Ltd,"David Kingham, Mikhail Gryaznevich",2014-08-18,2014-08-18,2016-02-24,,https://patents.google.com/patent/GB2529412A/en,
GB-201414637-D0,Hybrid magnet for use om fusion reactors ,Tokamak Energy Ltd,,2014-08-18,2014-08-18,2014-10-01,,https://patents.google.com/patent/GB201414637D0/en,
US-10229756-B2,In space startup method for nuclear fusion rocket engines ,"Princeton Satellite Systems, Inc., The Trustees Of Princeton University","Michael A. Paluszek, Eric M. Ham, Yosef Razin, Samuel A. Cohen",2013-08-22,2014-08-22,2019-03-12,2019-03-12,https://patents.google.com/patent/US10229756B2/en,https://patentimages.storage.googleapis.com/5e/b4/c5/c7eeb963aaf2b6/US10229756-20190312-D00000.png
US-2015055740-A1,In space startup method for nuclear fusion rocket engines ,The Trustees Of Princeton University,"Michael A. Paluszek, Eric M. Ham, Yosef Razin, Samuel A. Cohen",2013-08-22,2014-08-22,2015-02-26,,https://patents.google.com/patent/US20150055740A1/en,https://patentimages.storage.googleapis.com/40/92/23/68c5584ecc6cbd/US20150055740A1-20150226-D00000.png
CN-105706175-B,Method and apparatus for continuously reprocessing fusion reactor exhaust gas ,卡尔斯鲁厄理工学院,"C·德, T·格歌瑞西",2013-09-06,2014-08-28,2018-08-24,2018-08-24,https://patents.google.com/patent/CN105706175B/en,
KR-20160053943-A,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,칼스루헤 인스티투트 퓌어 테흐놀로기,"크리스챤 데이, 토마스 지거리히",2013-09-06,2014-08-28,2016-05-13,,https://patents.google.com/patent/KR20160053943A/en,https://patentimages.storage.googleapis.com/2b/8d/a8/3c107a5ac5c227/pct00001.png
EP-3061098-A1,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,Karlsruher Institut für Technologie,"Christian DAY, Thomas GIEGERICH",2013-09-06,2014-08-28,2016-08-31,,https://patents.google.com/patent/EP3061098A1/en,
CN-105706175-A,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,卡尔斯鲁厄理工学院,"C·德, T·格歌瑞西",2013-09-06,2014-08-28,2016-06-22,,https://patents.google.com/patent/CN105706175A/en,
WO-2015032477-A1,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,Karlsruher Institut für Technologie,"Christian DAY, Thomas GIEGERICH",2013-09-06,2014-08-28,2015-03-12,,https://patents.google.com/patent/WO2015032477A1/en,
EP-3061098-B1,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,Karlsruher Institut für Technologie,"Christian DAY, Thomas GIEGERICH",2013-09-06,2014-08-28,2017-12-27,2017-12-27,https://patents.google.com/patent/EP3061098B1/en,https://patentimages.storage.googleapis.com/ef/03/71/3f9f33c5677bfd/imgf0001.png
KR-102124684-B1,Method and device for the continuous re-processing of exhaust gas of a fusion reactor ,칼스루헤 인스티투트 퓌어 테흐놀로기,"크리스챤 데이, 토마스 지거리히",2013-09-06,2014-08-28,2020-06-19,2020-06-19,https://patents.google.com/patent/KR102124684B1/en,https://patentimages.storage.googleapis.com/18/e2/6f/c049153c820026/112016026705304-pct00001.png
CN-104332184-A,Target-plate probe system applicable to full-tungsten divertor of EAST tokamak device ,中国科学院等离子体物理研究所,"许吉禅, 王亮",2014-08-30,2014-08-30,2015-02-04,,https://patents.google.com/patent/CN104332184A/en,
CN-104332185-B,The leading experiment porch of following fusion reactor divertor parts military service performance ,中国科学院等离子体物理研究所,"彭学兵, 卯鑫, 朱诚成, 宋云涛",2014-08-30,2014-08-30,2016-09-28,2016-09-28,https://patents.google.com/patent/CN104332185B/en,
CN-104332184-B,Target-plate probe system applicable to full-tungsten divertor of EAST tokamak device ,中国科学院等离子体物理研究所,"许吉禅, 王亮, 徐国盛, 罗广南, 姚达毛, 李建刚, 李强, 曹磊, 张炜, 陈良, 刘少承, 汪惠乾, 冯威, 郭后扬",2014-08-30,2014-08-30,2017-01-11,2017-01-11,https://patents.google.com/patent/CN104332184B/en,
CN-104332185-A,Service performance beforehand experiment platform of future fusion reactor divertor part ,中国科学院等离子体物理研究所,"彭学兵, 卯鑫, 朱诚成, 宋云涛",2014-08-30,2014-08-30,2015-02-04,,https://patents.google.com/patent/CN104332185A/en,
KR-101566123-B1,APPARATUS FOR timing board for synchronization of large scale experiment facility ,한국기초과학지원연구원,"이웅렬, 이태구, 홍재식",2014-09-02,2014-09-02,2015-11-04,2015-11-04,https://patents.google.com/patent/KR101566123B1/en,https://patentimages.storage.googleapis.com/58/1c/62/f674920db961c7/112014083866066-pat00001.png
CN-104400276-A,Mechanism for remotely cutting and welding internal pipeline of vacuum chamber of nuclear fusion device ,中国科学院等离子体物理研究所,"宋云涛, 魏江华, 裴坤, 赵文龙, 程勇, 李阳, 潘洪涛, 魏小洋, 张宇",2014-09-02,2014-09-02,2015-03-11,,https://patents.google.com/patent/CN104400276A/en,
CN-104400276-B,A kind of mechanism of cutting weldering for nuclear fusion vacuum chamber internal duct remote operating ,中国科学院等离子体物理研究所,"宋云涛, 魏江华, 裴坤, 赵文龙, 程勇, 李阳, 潘洪涛, 魏小洋, 张宇",2014-09-02,2014-09-02,2016-02-17,2016-02-17,https://patents.google.com/patent/CN104400276B/en,
US-2015228369-A1,"Fueling method for small, steady-state, aneutronic frc fusion reactors ",The Trustees Of Princeton University,"Samuel A. Cohen, Daren Stotler, Michael Buttolph",2012-05-10,2014-09-04,2015-08-13,,https://patents.google.com/patent/US20150228369A1/en,https://patentimages.storage.googleapis.com/1a/69/ec/2676dfdd269d79/US20150228369A1-20150813-D00000.png
US-2020005958-A9,"Fueling method for small, steady-state, aneutronic frc fusion reactors ",The Trustees Of Princeton University,"Samuel A. Cohen, Daren Stotler, Michael Buttolph",2012-05-10,2014-09-04,2020-01-02,,https://patents.google.com/patent/US20200005958A9/en,https://patentimages.storage.googleapis.com/50/96/06/4c83532f7e31f0/US20200005958A9-20200102-D00000.png
US-10811159-B2,"Fueling method for small, steady-state, aneutronic FRC fusion reactors ",The Trustees Of Princeton University,"Samuel A. Cohen, Daren Stotler, Michael Buttolph",2012-05-10,2014-09-04,2020-10-20,2020-10-20,https://patents.google.com/patent/US10811159B2/en,https://patentimages.storage.googleapis.com/8a/51/8d/f9780119eabe71/US10811159-20201020-D00000.png
CN-105637592-A,Toroidal field coil for use in a fusion reactor ,托卡马克能量有限公司,"阿兰·赛克斯, 米哈尔·格瑞亚耐维奇, 大卫·金厄姆, 大卫·霍克沃斯, 齐亚德·赫尔曼, 斯蒂文·波尔",2013-09-13,2014-09-10,2016-06-01,,https://patents.google.com/patent/CN105637592A/en,
US-10332640-B2,Toroidal field coil for use in a fusion reactor ,Tokamak Energy Ltd,"Alan Sykes, Mikhail Gryaznevich, David Kingham, David Hawksworth, Ziad MELHEM, Steven Ball",2013-09-13,2014-09-10,2019-06-25,2019-06-25,https://patents.google.com/patent/US10332640B2/en,https://patentimages.storage.googleapis.com/09/1a/63/b679263d66a286/US10332640-20190625-D00000.png
