search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&clustered=true&dups=language&sort=old&oq=%28G21B+NOT+G21B3%252f00%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-3230712-A1,MAGNETIC FIELD GENERATING DEVICE ,"United States Department of Energy, 20585 Washington, D.C.",Robert Fredric Benjamin 87544 Los Alamos N.Mex. Staff,1981-08-18,1982-08-18,1983-03-03,,https://patents.google.com/patent/DE3230712A1/en,
US-4504964-A,Laser beam plasma pinch X-ray system ,Eaton Corporation,"Louis Cartz, Arnold Weiss, Herman P. Schutten, Gordon B. Spellman, Stanley V. Jaskolski, Peter H. Wackman, deceased",1982-09-20,1982-09-20,1985-03-12,1985-03-12,https://patents.google.com/patent/US4504964A/en,https://patentimages.storage.googleapis.com/ac/f4/e7/e0272fcae2a0b6/US4504964-drawings-page-2.png
US-4588350-A,Article transporting apparatus ,"Hitachi, Ltd.",Taro Iwamoto,1981-09-30,1982-09-24,1986-05-13,1986-05-13,https://patents.google.com/patent/US4588350A/en,https://patentimages.storage.googleapis.com/4c/fb/e7/074a7c06fc23e1/US4588350-drawings-page-2.png
US-4431488-A,"Heat absorber structure, particularly a plasma beam absorber and method of manufacturing the structure ","Messerschmitt-Bolkow Blohm Gmbh, Kernforschungsanlage Julich Gmbh","Johann Hemmerich, Peter Kupschus, Helmut Fraenkle",1980-03-24,1982-09-29,1984-02-14,1984-02-14,https://patents.google.com/patent/US4431488A/en,https://patentimages.storage.googleapis.com/2c/33/18/18d60d2a6e7264/US4431488-drawings-page-2.png
US-4459145-A,Fabrication of glass microspheres with conducting surfaces ,The United States Of America As Represented By The United States Department Of Energy,William E. Elsholz,1982-09-30,1982-09-30,1984-07-10,1984-07-10,https://patents.google.com/patent/US4459145A/en,https://patentimages.storage.googleapis.com/5b/65/e1/56278ac1b3218f/US4459145-drawings-page-2.png
US-4439259-A,Method of making laser fusion debris shield ,Acton Research Corporation,Bruce K. Flint,1981-01-23,1982-10-01,1984-03-27,1984-03-27,https://patents.google.com/patent/US4439259A/en,https://patentimages.storage.googleapis.com/1b/e3/ae/7725faedb302e5/US4439259-drawings-page-2.png
US-4532101-A,Articulated limiter blade for a tokamak fusion reactor ,The United States Of America As Represented By The United States Department Of Energy,David W. Doll,1982-10-21,1982-10-21,1985-07-30,1985-07-30,https://patents.google.com/patent/US4532101A/en,https://patentimages.storage.googleapis.com/93/17/3a/c8e9b9bd09e193/US4532101-drawings-page-2.png
IT-1189408-B,MECHANICAL ACCELERATION OF MACROSCOPIC PARTICLES ,Max Planck Gesellschaft,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-02,1988-02-04,1988-02-04,https://patents.google.com/patent/IT1189408B/en,
IT-8249411-A0,DEVICE FOR THE MECHANICAL ACCELERATION OF MACROSCOPIC PARTICLES ,Max Planck Ges Zur Furderung D,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-02,1982-11-02,,https://patents.google.com/patent/IT8249411A0/en,
FR-2516812-B1,DEVICE FOR MECHANICAL ACCELERATION OF MACROSCOPIC PARTICLES ,Max Planck Gesellschaft,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-23,1986-05-09,1986-05-09,https://patents.google.com/patent/FR2516812B1/en,
FR-2516812-A1,DEVICE FOR THE MECHANICAL ACCELERATION OF MACROSCOPIC PARTICLES ,Max Planck Gesellschaft,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-23,1983-05-27,,https://patents.google.com/patent/FR2516812A1/en,
GB-2112198-A,Apparatus for mechanically accelerating macroscopic particles ,Max Planck Gesellschaft,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-24,1983-07-13,,https://patents.google.com/patent/GB2112198A/en,
GB-2112198-B,Apparatus for mechanically accelerating macroscopic particles ,Max Planck Gesellschaft,"Waldemar Amenda, Rudolf Lang",1981-11-24,1982-11-24,1985-05-15,1985-05-15,https://patents.google.com/patent/GB2112198B/en,
GB-2114554-B,Method of producing spherical lithium aluminate particles ,Ga Technologies Inc,"Ling Yang, Russell Richard Medico, Wesley Allen Baugh",1982-01-15,1982-12-09,1985-01-03,1985-01-03,https://patents.google.com/patent/GB2114554B/en,
GB-2114554-A,Method of producing spherical lithium aluminate particles ,Ga Technologies Inc,"Ling Yang, Russell Richard Medico, Wesley Allen Baugh",1982-01-15,1982-12-09,1983-08-24,,https://patents.google.com/patent/GB2114554A/en,
US-4569539-A,Pipe joint ,Ga Technologies Inc.,Richard L. Creedon,1982-12-17,1982-12-17,1986-02-11,1986-02-11,https://patents.google.com/patent/US4569539A/en,https://patentimages.storage.googleapis.com/1a/06/89/202469aecc26c8/US4569539-drawings-page-2.png
JP-S58176122-A,Manufacture of lithium aluminate spherical particle ,ジ−エイ・テクノロジ−ズ・インコ−ポレ−テツド,"リン・ヤン, ラツセル・リチヤ−ド・メデイコ, ウエスレ−・アレン・ボ−",1982-01-15,1983-01-13,1983-10-15,,https://patents.google.com/patent/JPS58176122A/en,
FR-2522641-A1,PROCESS FOR PRODUCING LITHIUM ALUMINATE SPHERICAL PARTICLES ,Ga Technologies Inc,"Ling Yang, Russell Richard Medico, Wesley Allen Baugh",1982-01-15,1983-01-14,1983-09-09,,https://patents.google.com/patent/FR2522641A1/en,
FR-2522641-B1,PROCESS FOR PRODUCING LITHIUM ALUMINATE SPHERICAL PARTICLES ,Ga Technologies Inc,"Ling Yang, Russell Richard Medico, Wesley Allen Baugh",1982-01-15,1983-01-14,1989-11-03,1989-11-03,https://patents.google.com/patent/FR2522641B1/en,
DE-3301143-A1,METHOD FOR PRODUCING LITHIUM ALUMINATE BALLS ,"GA Technologies Inc., San Diego, Calif.","Wesley Allen 92117 San Diego Calif. Baugh, Russel Richard Medico, Ling 92037 La Jolla Calif. Yang",1982-01-15,1983-01-14,1983-07-28,,https://patents.google.com/patent/DE3301143A1/en,
JP-S59136821-A,Poloidal power supply system ,"Mitsubishi Electric Corp, 三菱電機株式会社","Hisashi Masui, 増井　久之",1983-01-26,1983-01-26,1984-08-06,,https://patents.google.com/patent/JPS59136821A/en,
JP-S59147953-A,Electron-fusion crystalline molecular energy ,"Mitsuhiro Okada, 岡田　光弘","Mitsuhiro Okada, 光弘 岡田",1983-02-09,1983-02-09,1984-08-24,,https://patents.google.com/patent/JPS59147953A/en,
US-4464416-A,Method of forming metallic coatings on polymeric substrates ,The United States Of America As Represented By The Depart Of Energy,Raimond Liepins,1981-03-11,1983-02-16,1984-08-07,1984-08-07,https://patents.google.com/patent/US4464416A/en,
JP-H0233111-B2,Patent JPH0233111B2 ,Hitachi Ltd,"Hisanobu Okamura, Kunio Myazaki, Hiroshi Akyama, Shinichi Ito, Tomiro Yasuda, Kosuke Nakamura, Yukio Oogoshi, Rikuo Kamoshita, Akio Chiba",1983-02-18,1983-02-18,1990-07-25,,https://patents.google.com/patent/JPH0233111B2/en,
JP-S59151084-A,Nuclear fusion device ,株式会社日立製作所,"久宣 岡村, 邦夫 宮崎, 浩 秋山, 伊東　新一, 安田　冨郎, 浩介 中村, 大越　幸夫, 鴨志田　陸男, 秋雄 千葉",1983-02-18,1983-02-18,1984-08-29,,https://patents.google.com/patent/JPS59151084A/en,
CA-1171284-A,Hollow inorganic film forming material microspheres ,Leonard B. Torobin,Leonard B. Torobin,1978-08-28,1983-02-22,1984-07-24,1984-07-24,https://patents.google.com/patent/CA1171284A/en,
US-4615861-A,Oscillatory nonhmic current drive for maintaining a plasma current ,The United States Of America As Represented By The United States Department Of Energy,Nathaniel J. Fisch,1983-03-22,1983-03-22,1986-10-07,1986-10-07,https://patents.google.com/patent/US4615861A/en,https://patentimages.storage.googleapis.com/5e/0e/da/8301682821010b/US4615861-drawings-page-2.png
DE-3310844-A1,Fusion reactor using the accelerator principle ,"Lange, Robert, 2862 Worpswede",Des Erfinders Auf Nennung Verzicht,1983-03-25,1983-03-25,1984-09-27,,https://patents.google.com/patent/DE3310844A1/en,
AU-1318683-A,Confinement of plasma in fusion device ,Ga Technologies Inc.,Tihiro Ohkawa,1982-04-12,1983-04-06,1983-10-20,,https://patents.google.com/patent/AU1318683A/en,
FR-2525064-A1,METHOD AND DEVICE FOR GENERATING A MEDIUM MAGNETIC WELL IN REVERSE FIELD MAGNETIC STRICTION CONFIGURATION ,Ga Technologies Inc,Tihiro Ohkawa,1982-04-12,1983-04-08,1983-10-14,,https://patents.google.com/patent/FR2525064A1/en,
GB-2118772-A,Method and apparatus for producing average magnetic well in a reversed field pinch ,Ga Technologies Inc,Tihiro Ohkawa,1982-04-12,1983-04-11,1983-11-02,,https://patents.google.com/patent/GB2118772A/en,
GB-8309777-D0,Apparatus for producing average magnetic well ,Ga Technologies Inc,,1982-04-12,1983-04-11,1983-05-18,,https://patents.google.com/patent/GB8309777D0/en,
DE-3313179-A1,METHOD AND DEVICE FOR GENERATING AND INCLUDING A PLASMA ,"GA Technologies Inc., San Diego, Calif.",Tihiro La Jolla Calif. Ohkawa,1982-04-12,1983-04-12,1983-11-24,,https://patents.google.com/patent/DE3313179A1/en,
CA-1193031-A,Method and apparatus for producing average magnetic well in a reversed field pinch ,"Ga Technologies Inc., Tihiro Ohkawa",Tihiro Ohkawa,1982-04-12,1983-04-12,1985-09-03,1985-09-03,https://patents.google.com/patent/CA1193031A/en,
JP-S59689-A,Method and device for generating mean magnetic field well in reverse magnetic field pinch ,ジ−エイ・テクノロジ−ズ・インコ−ポレ−テツド,チヒロ・オオカワ,1982-04-12,1983-04-12,1984-01-05,,https://patents.google.com/patent/JPS59689A/en,
US-4453196-A,Apparatus for transmitting electric current by concentric channels of ionized gas ,Herr Jan E,Jan E. Herr,1982-08-02,1983-04-25,1984-06-05,1984-06-05,https://patents.google.com/patent/US4453196A/en,https://patentimages.storage.googleapis.com/49/64/26/eb47baa6ec1c05/US4453196-drawings-page-2.png
DE-3315020-C1,Acceleration path for the phase-free acceleration of charged particles ,Herbert Prof. Dr. 8045 Ismaning Daniel,Herbert Prof. Dr. 8045 Ismaning Daniel,1983-04-26,1983-04-26,1984-08-23,1984-08-23,https://patents.google.com/patent/DE3315020C1/en,
JP-H0254526-B2,Patent JPH0254526B2 ,Nippon Electric Co,Takaharu Kameyama,1983-04-26,1983-04-26,1990-11-21,,https://patents.google.com/patent/JPH0254526B2/en,
JP-S59198418-A,Pulse laser condensing device of wavelength conversion type ,"Nec Corp, 日本電気株式会社","Takaharu Kameyama, 亀山　隆治",1983-04-26,1983-04-26,1984-11-10,,https://patents.google.com/patent/JPS59198418A/en,
JP-H0233112-B2,Patent JPH0233112B2 ,Mitsubishi Electric Corp,"Shigeyuki Takagi, Kazuo Kuno, Daizaburo Osada",1983-04-30,1983-04-30,1990-07-25,,https://patents.google.com/patent/JPH0233112B2/en,
JP-S59202093-A,Poloidal coil for fusion device ,三菱電機株式会社,"高木　繁行, 和雄 久野, 長田　大三郎",1983-04-30,1983-04-30,1984-11-15,,https://patents.google.com/patent/JPS59202093A/en,
US-4626400-A,Variable control of neutron albedo in toroidal fusion devices ,The United States Of America As Represented By The United States Department Of Energy,"Daniel L. Jassby, Bradley J. Micklich",1983-06-01,1983-06-01,1986-12-02,1986-12-02,https://patents.google.com/patent/US4626400A/en,https://patentimages.storage.googleapis.com/0d/4a/3f/5706492f26bbd3/US4626400-drawings-page-2.png
FR-2546767-A1,"IMPROVED FILTER, IN PARTICULAR AIR FILTER FOR INTERNAL COMBUSTION ENGINE ",Peugeot Aciers Et Outillage,"Jacques Virgille, Francois Jodry, Antoine Juglair",1983-06-02,1983-06-02,1984-12-07,,https://patents.google.com/patent/FR2546767A1/en,
FR-2546767-B1,"IMPROVED FILTER, ESPECIALLY AIR FILTER FOR INTERNAL COMBUSTION ENGINE ",Peugeot Aciers Et Outillage,,1983-06-02,1983-06-02,1985-08-23,1985-08-23,https://patents.google.com/patent/FR2546767B1/en,
FR-2547099-B1,"NUCLEAR FUSION REACTOR COATING DEVICE USING THE DEUTERIUM, TRITIUM REACTION, WITH TRITIGEN MATERIAL ",Framatome Sa,,1983-06-03,1983-06-03,1985-07-05,1985-07-05,https://patents.google.com/patent/FR2547099B1/en,
FR-2547099-A1,"NUCLEAR FUSION REACTOR COVERING DEVICE USING DEUTERIUM, TRITIUM REACTION WITH TRITIGEN MATERIAL ",Framatome Sa,Gerard Chevereau,1983-06-03,1983-06-03,1984-12-07,,https://patents.google.com/patent/FR2547099A1/en,
JP-S601810-A,Toroidal coil device ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kazuo Kuno, 和雄 久野, Sunao Ichihara, 直 市原, Shintaro Fukumoto, 福本　信太郎, Daizaburo Osada, 長田　大三郎",1983-06-18,1983-06-18,1985-01-08,,https://patents.google.com/patent/JPS601810A/en,
JP-S6357925-B2,Patent JPS6357925B2 ,Mitsubishi Electric Corp,"Kazuo Kuno, Sunao Ichihara, Shintaro Fukumoto, Daizaburo Osada",1983-06-18,1983-06-18,1988-11-14,,https://patents.google.com/patent/JPS6357925B2/en,
DE-3322606-A1,Quantum energy II ,Jürgen 6228 Eltville Blum,Jürgen 6228 Eltville Blum,1983-06-22,1983-06-22,1985-01-10,,https://patents.google.com/patent/DE3322606A1/en,
US-4642206-A,Production of spin polarized fusion fuels ,Syracuse University,Arnold Honig,1983-06-27,1983-06-27,1987-02-10,1987-02-10,https://patents.google.com/patent/US4642206A/en,https://patentimages.storage.googleapis.com/83/35/ba/83a477c6eb3c39/US4642206-drawings-page-2.png
US-4634567-A,Multishell inertial confinement fusion target ,The United States Of America As Represented By The United States Department Of Energy,"James R. Holland, Robert M. Del Vecchio",1981-06-01,1983-08-10,1987-01-06,1987-01-06,https://patents.google.com/patent/US4634567A/en,https://patentimages.storage.googleapis.com/7f/b0/4b/c22bc2d9cb2e21/US4634567-drawings-page-2.png
US-4568509-A,Ion beam device ,"Cvijanovich George B, Brumlik George C","George B. Cvijanovich, George C. Brumlik",1980-10-10,1983-08-10,1986-02-04,1986-02-04,https://patents.google.com/patent/US4568509A/en,https://patentimages.storage.googleapis.com/18/df/fa/5b14c0d787333f/US4568509-drawings-page-2.png
US-4485866-A,"Heat absorber structure, particularly a plasma beam absorber ",Messerschmitt-Bolkow-Blohm Gmbh,"Johann Hemmerich, Peter Kupschus, Helmut Fraenkle",1980-03-24,1983-08-26,1984-12-04,1984-12-04,https://patents.google.com/patent/US4485866A/en,https://patentimages.storage.googleapis.com/17/b1/a2/4ba39cafc10af7/US4485866-drawings-page-2.png
JP-S6050486-A,Nuclear fusion device ,三菱電機株式会社,長田　大三郎,1983-08-30,1983-08-30,1985-03-20,,https://patents.google.com/patent/JPS6050486A/en,
FR-2551615-A1,X-MOUSE RAY SOURCE USING PLASMA MICROCANAL OBTAINED BY PHOTO-IONIZATION OF A GAS ,Centre Nat Rech Scient,"Henri Jean Doucet, Michel Gazaix, Henri Lamain, Claude Rouille, Jean-Pierre Furtlehner",1983-09-02,1983-09-02,1985-03-08,,https://patents.google.com/patent/FR2551615A1/en,
US-4548767-A,"Method to produce large, uniform hollow spherical shells ",The United States Of America As Represented By The United States Department Of Energy,Charles D. Hendricks,1983-09-26,1983-09-26,1985-10-22,1985-10-22,https://patents.google.com/patent/US4548767A/en,https://patentimages.storage.googleapis.com/e2/2a/07/27daffa4ae067d/US4548767-drawings-page-2.png
US-4552742-A,Materials processing using chemically driven spherically symmetric implosions ,"Kms Fusion, Inc.",Frederick J. Mayer,1983-10-03,1983-10-03,1985-11-12,1985-11-12,https://patents.google.com/patent/US4552742A/en,https://patentimages.storage.googleapis.com/d0/d4/33/679bb56ed2bee7/US4552742-drawings-page-2.png
DE-3338580-C2,Patent DE3338580C2 ,"Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften Ev, 3400 Goettingen, De","Erich 8039 Puchheim De Breit, Johann 8046 Garching De Leinthaler",1983-10-24,1983-10-24,1987-09-24,1987-09-24,https://patents.google.com/patent/DE3338580C2/en,
DE-3338580-A1,Closure device for a vacuum vessel opening used to introduce an appliance ,"Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V., 3400 Göttingen","Erich 8039 Puchheim Breit, Johann 8046 Garching Leinthaler",1983-10-24,1983-10-24,1985-05-02,,https://patents.google.com/patent/DE3338580A1/en,
DD-243629-A3,"RADIATION SOURCE FOR OPTICAL DEVICES, ESPECIALLY FOR PHOTOLITHOGRAPHIC PICTURE SYSTEMS ",Walter Gaertner,"Walter Gaertner, Klaus Guenther, Wolfgang Retschke",1983-11-01,1983-11-01,1987-03-11,,https://patents.google.com/patent/DD243629A3/en,
DE-3342531-A1,"METHOD AND DEVICE FOR GENERATING SHORT-LASTING, INTENSIVE IMPULSES OF ELECTROMAGNETIC RADIATION IN THE WAVELENGTH RANGE UNDER ABOUT 100 NM ",Max Planck Gesellschaft,Fritz Peter Prof Dr D Schaefer,1983-11-24,1983-11-24,1985-06-05,,https://patents.google.com/patent/DE3342531A1/en,
JP-S60144187-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144187A/en,
JP-S60144191-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144191A/en,
JP-S60144178-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144178A/en,
JP-S60144166-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144166A/en,
JP-S60144195-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144195A/en,
JP-H036757-B2,Patent JPH036757B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036757B2/en,
JP-S60144172-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144172A/en,
JP-H036759-B2,Patent JPH036759B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036759B2/en,
JP-S60144200-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144200A/en,
JP-S60144185-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144185A/en,
JP-H036760-B2,Patent JPH036760B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036760B2/en,
JP-S60144179-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144179A/en,
JP-S60144198-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144198A/en,
JP-S60144173-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144173A/en,
JP-S60144186-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144186A/en,
JP-S60144192-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144192A/en,
JP-S60144176-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144176A/en,
JP-S60144174-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144174A/en,
JP-S60144169-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144169A/en,
JP-S60144165-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144165A/en,
JP-H036758-B2,Patent JPH036758B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036758B2/en,
JP-S60144189-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144189A/en,
JP-S60144181-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144181A/en,
JP-S60144167-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144167A/en,
JP-S60144184-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144184A/en,
JP-S60144197-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144197A/en,
JP-S60144182-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144182A/en,
JP-S60144171-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144171A/en,
JP-S60144193-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144193A/en,
JP-S60144168-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144168A/en,
JP-S60144188-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144188A/en,
JP-S60144177-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144177A/en,
JP-S60144199-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144199A/en,
JP-S60144163-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144163A/en,
JP-S60144175-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144175A/en,
JP-S60144170-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144170A/en,
JP-S60144164-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144164A/en,
JP-S60144183-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144183A/en,
JP-H0350520-B2,Patent JPH0350520B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-08-01,,https://patents.google.com/patent/JPH0350520B2/en,
JP-S60144190-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144190A/en,
JP-S60144180-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144180A/en,
JP-S60144194-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144194A/en,
JP-S60144196-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144196A/en,
JP-S60159686-A,Poloidal coil for nuclear fusion device ,三菱電機株式会社,"和雄 久野, 高木　繁行, 長田　大三郎, 福本　信太郎",1984-01-31,1984-01-31,1985-08-21,,https://patents.google.com/patent/JPS60159686A/en,
US-4571315-A,Preparing ceramic material pellets ,"Agip Nucleare S.P.A., Cnen-Comitato Nazionale Per L'energia Nucleare","Panaiotis Gerontopoulos, Guido Cogliati, Karl Richter",1978-05-05,1984-02-07,1986-02-18,1986-02-18,https://patents.google.com/patent/US4571315A/en,
JP-S60170500-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Hisashi Masui, 増井　久之, Kenji Sawatani, 沢谷　賢二",1984-02-14,1984-02-14,1985-09-03,,https://patents.google.com/patent/JPS60170500A/en,
