search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:19991231&after=priority:19800101&clustered=true&dups=language&sort=old&oq=%28G21B+NOT+G21B3%252f00%29+before:priority:19991231+after:priority:19800101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-S6050486-A,Nuclear fusion device ,三菱電機株式会社,長田　大三郎,1983-08-30,1983-08-30,1985-03-20,,https://patents.google.com/patent/JPS6050486A/en,
FR-2551615-A1,X-MOUSE RAY SOURCE USING PLASMA MICROCANAL OBTAINED BY PHOTO-IONIZATION OF A GAS ,Centre Nat Rech Scient,"Henri Jean Doucet, Michel Gazaix, Henri Lamain, Claude Rouille, Jean-Pierre Furtlehner",1983-09-02,1983-09-02,1985-03-08,,https://patents.google.com/patent/FR2551615A1/en,
US-4548767-A,"Method to produce large, uniform hollow spherical shells ",The United States Of America As Represented By The United States Department Of Energy,Charles D. Hendricks,1983-09-26,1983-09-26,1985-10-22,1985-10-22,https://patents.google.com/patent/US4548767A/en,https://patentimages.storage.googleapis.com/e2/2a/07/27daffa4ae067d/US4548767-drawings-page-2.png
US-4552742-A,Materials processing using chemically driven spherically symmetric implosions ,"Kms Fusion, Inc.",Frederick J. Mayer,1983-10-03,1983-10-03,1985-11-12,1985-11-12,https://patents.google.com/patent/US4552742A/en,https://patentimages.storage.googleapis.com/d0/d4/33/679bb56ed2bee7/US4552742-drawings-page-2.png
DE-3338580-A1,Closure device for a vacuum vessel opening used to introduce an appliance ,"Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V., 3400 Göttingen","Erich 8039 Puchheim Breit, Johann 8046 Garching Leinthaler",1983-10-24,1983-10-24,1985-05-02,,https://patents.google.com/patent/DE3338580A1/en,
DE-3338580-C2,Patent DE3338580C2 ,"Max-Planck-Gesellschaft Zur Foerderung Der Wissenschaften Ev, 3400 Goettingen, De","Erich 8039 Puchheim De Breit, Johann 8046 Garching De Leinthaler",1983-10-24,1983-10-24,1987-09-24,1987-09-24,https://patents.google.com/patent/DE3338580C2/en,
DD-243629-A3,"RADIATION SOURCE FOR OPTICAL DEVICES, ESPECIALLY FOR PHOTOLITHOGRAPHIC PICTURE SYSTEMS ",Walter Gaertner,"Walter Gaertner, Klaus Guenther, Wolfgang Retschke",1983-11-01,1983-11-01,1987-03-11,,https://patents.google.com/patent/DD243629A3/en,
DE-3342531-A1,"METHOD AND DEVICE FOR GENERATING SHORT-LASTING, INTENSIVE IMPULSES OF ELECTROMAGNETIC RADIATION IN THE WAVELENGTH RANGE UNDER ABOUT 100 NM ",Max Planck Gesellschaft,Fritz Peter Prof Dr D Schaefer,1983-11-24,1983-11-24,1985-06-05,,https://patents.google.com/patent/DE3342531A1/en,
JP-S60144192-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144192A/en,
JP-S60144181-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144181A/en,
JP-S60144198-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144198A/en,
JP-S60144190-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144190A/en,
JP-S60144175-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144175A/en,
JP-S60144180-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144180A/en,
JP-S60144194-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144194A/en,
JP-S60144163-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144163A/en,
JP-S60144183-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144183A/en,
JP-S60144199-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144199A/en,
JP-S60144177-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144177A/en,
JP-S60144188-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144188A/en,
JP-S60144196-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144196A/en,
JP-S60144173-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144173A/en,
JP-S60144168-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144168A/en,
JP-S60144179-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144179A/en,
JP-H036760-B2,Patent JPH036760B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036760B2/en,
JP-S60144176-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144176A/en,
JP-S60144178-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144178A/en,
JP-S60144169-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144169A/en,
JP-S60144185-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144185A/en,
JP-S60144187-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144187A/en,
JP-S60144191-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144191A/en,
JP-S60144193-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144193A/en,
JP-S60144186-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144186A/en,
JP-S60144171-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144171A/en,
JP-S60144170-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144170A/en,
JP-S60144174-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144174A/en,
JP-S60144200-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144200A/en,
JP-S60144197-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144197A/en,
JP-S60144165-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144165A/en,
JP-S60144182-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144182A/en,
JP-H036758-B2,Patent JPH036758B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036758B2/en,
JP-S60144166-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144166A/en,
JP-S60144195-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144195A/en,
JP-S60144184-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144184A/en,
JP-H036757-B2,Patent JPH036757B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036757B2/en,
JP-S60144172-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144172A/en,
JP-S60144167-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144167A/en,
JP-S60144164-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144164A/en,
JP-H0350520-B2,Patent JPH0350520B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-08-01,,https://patents.google.com/patent/JPH0350520B2/en,
JP-S60144189-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Kenji Sawatani, 賢二 澤谷",1983-12-29,1983-12-29,1985-07-30,,https://patents.google.com/patent/JPS60144189A/en,
JP-H036759-B2,Patent JPH036759B2 ,Mitsubishi Electric Corp,Kenji Sawatani,1983-12-29,1983-12-29,1991-01-30,,https://patents.google.com/patent/JPH036759B2/en,
JP-S60159686-A,Poloidal coil for nuclear fusion device ,三菱電機株式会社,"和雄 久野, 高木　繁行, 長田　大三郎, 福本　信太郎",1984-01-31,1984-01-31,1985-08-21,,https://patents.google.com/patent/JPS60159686A/en,
JP-S60170500-A,Power source for nuclear fusion reactor ,"Mitsubishi Electric Corp, 三菱電機株式会社","Hisashi Masui, 増井　久之, Kenji Sawatani, 沢谷　賢二",1984-02-14,1984-02-14,1985-09-03,,https://patents.google.com/patent/JPS60170500A/en,
EP-0117136-B1,Nuclear fusion reactor ,"Hitachi, Ltd.","Hisanori Okamura, Kunio Miyazaki, Hiroshi Akiyama, Shinichi Itoh, Tomio Yasuda, Kousuke Nakamura, Yukio Okoshi, Mutuo Kamoshita, Akio Chiba",1983-02-18,1984-02-17,1989-01-25,1989-01-25,https://patents.google.com/patent/EP0117136B1/en,https://patentimages.storage.googleapis.com/3a/b5/0c/62bd2b8c6c3a14/imgf0001.png
DE-3476487-D1,Nuclear fusion reactor ,Hitachi Ltd,"Hisanori Okamura, Kunio Miyazaki, Hiroshi Akiyama, Shinichi Itoh, Tomio Yasuda, Kousuke Nakamura, Yukio Okoshi, Mutuo Kamoshita, Akio Chiba",1983-02-18,1984-02-17,1989-03-02,1989-03-02,https://patents.google.com/patent/DE3476487D1/en,
EP-0117136-A2,Nuclear fusion reactor ,"Hitachi, Ltd.","Hisanori Okamura, Kunio Miyazaki, Hiroshi Akiyama, Shinichi Itoh, Tomio Yasuda, Kousuke Nakamura, Yukio Okoshi, Mutuo Kamoshita, Akio Chiba",1983-02-18,1984-02-17,1984-08-29,,https://patents.google.com/patent/EP0117136A2/en,https://patentimages.storage.googleapis.com/97/70/e3/9c187ec127add6/imgf0001.png
US-4690793-A,Nuclear fusion reactor ,"Hitachi, Ltd.","Hisanori Okamura, Kunio Miyazaki, Hirosi Akiyama, Shinichi Itoh, Tomio Yasuda, Kousuke Nakamura, Yukio Okoshi, Mutuo Kamoshita, Akio Chiba",1983-02-18,1984-02-17,1987-09-01,1987-09-01,https://patents.google.com/patent/US4690793A/en,https://patentimages.storage.googleapis.com/54/19/68/b4f439bb696228/US4690793-drawings-page-2.png
EP-0117136-A3,Nuclear fusion reactor ,"Hitachi, Ltd.","Hisanori Okamura, Kunio Miyazaki, Hiroshi Akiyama, Shinichi Itoh, Tomio Yasuda, Kousuke Nakamura, Yukio Okoshi, Mutuo Kamoshita, Akio Chiba",1983-02-18,1984-02-17,1985-12-18,,https://patents.google.com/patent/EP0117136A3/en,
US-4569819-A,Pulsed nuclear power plant ,David Constant V,Constant V. David,1984-03-06,1984-03-06,1986-02-11,1986-02-11,https://patents.google.com/patent/US4569819A/en,https://patentimages.storage.googleapis.com/9d/e1/59/104ed06b786139/US4569819-drawings-page-2.png
US-4663109-A,Helical axis stellarator with noninterlocking planar coils ,The United States Of America As Represented By The United States Department Of Energy,"Allan Reiman, Allen H. Boozer",1984-03-06,1984-03-06,1987-05-05,1987-05-05,https://patents.google.com/patent/US4663109A/en,https://patentimages.storage.googleapis.com/e1/89/b6/9da80df7d36985/US4663109-drawings-page-2.png
DE-3409478-A1,Photon reactor ,Robert 2862 Worpswede Lange,Robert 2862 Worpswede Lange,1984-03-15,1984-03-15,1985-01-31,,https://patents.google.com/patent/DE3409478A1/en,
US-H268-H,Elmo bumpy square plasma confinement device ,The United States Of America As Represented By The United States Department Of Energy,Larry W. Owen,1984-03-20,1984-03-20,1987-05-05,1987-05-05,https://patents.google.com/patent/USH268H/en,https://patentimages.storage.googleapis.com/e3/7d/99/3a3076e6388ecd/USH268-drawings-page-2.png
DE-3412956-C1,Method for producing small cavities ,"Dr. Johannes Heidenhain Gmbh, 8225 Traunreut","Erich 8223 Trostberg Bayer, Heinz 8225 Traunreut Kraus",1984-04-06,1984-04-06,1985-09-12,1985-09-12,https://patents.google.com/patent/DE3412956C1/en,
US-4650632-A,Tokamak plasma current disruption infrared control system ,The United States Of America As Represented By The United States Department Of Energy,"Henry W. Kugel, Michael Ulrickson",1984-04-16,1984-04-16,1987-03-17,1987-03-17,https://patents.google.com/patent/US4650632A/en,https://patentimages.storage.googleapis.com/39/d5/14/3739ffaf9aec28/US4650632-drawings-page-2.png
CH-663705-A5,DEVICE WITH AN ARRANGEMENT OF POLE COILS FOR A CORE FUSION PLANT. ,Mitsubishi Electric Corp,"Shigeyuki Takagi, Kazuo Kuno, Daisaburo Nagata",1983-04-30,1984-04-19,1987-12-31,,https://patents.google.com/patent/CH663705A5/en,
DE-3415324-C2,Process for the preparation of sinterable powder from γ-LiAl0? 2? and its use ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe","Elmar 7513 Stutensee Günther, Dieter Dr. 7513 Stutensee Vollath, Horst Dr. 7515 Linkenheim Wedemeyer",1984-04-25,1984-04-25,1986-11-06,1986-11-06,https://patents.google.com/patent/DE3415324C2/en,
DE-3415326-A1,METHOD FOR PRODUCING SINTERABLE POWDER FROM LITHIUM ORTHOSILICATE LI (DOWN ARROW) 4 (DOWN ARROW) SIO (DOWN ARROW) 4 (DOWN ARROW) AND THE USE THEREOF ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe","Elmar 7513 Stutensee Günther, Dieter Dr. 7513 Stutensee Vollath, Horst Dr. 7515 Linkenheim Wedemeyer",1984-04-25,1984-04-25,1985-10-31,,https://patents.google.com/patent/DE3415326A1/en,
DE-3415326-C2,Patent DE3415326C2 ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe, De","Dieter Dr. 7513 Stutensee De Vollath, Horst Dr. 7515 Linkenheim De Wedemeyer, Elmar 7513 Stutensee De Guenther",1984-04-25,1984-04-25,1988-10-06,1988-10-06,https://patents.google.com/patent/DE3415326C2/en,
DE-3415323-A1,METHOD FOR PRODUCING SINTERABLE POWDER FROM LITHIUM METASILICATE LI (DOWN ARROW) 2 (DOWN ARROW) SIO (DOWN ARROW) 3 (DOWN ARROW) AND THE USE THEREOF ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe","Elmar 7513 Stutensee Günther, Dieter Dr. 7513 Stutensee Vollath, Horst Dr. 7515 Linkenheim Wedemeyer",1984-04-25,1984-04-25,1985-10-31,,https://patents.google.com/patent/DE3415323A1/en,
DE-3415324-A1,METHOD FOR PRODUCING SINTERABLE POWDER FROM (GAMMA) -LIAL0 (DOWN ARROW) 2 (DOWN ARROW) AND THE USE THEREOF ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe","Elmar 7513 Stutensee Günther, Dieter Dr. 7513 Stutensee Vollath, Horst Dr. 7515 Linkenheim Wedemeyer",1984-04-25,1984-04-25,1985-11-07,,https://patents.google.com/patent/DE3415324A1/en,
DE-3415323-C2,Patent DE3415323C2 ,"Kernforschungszentrum Karlsruhe Gmbh, 7500 Karlsruhe, De","Dieter Dr. 7513 Stutensee De Vollath, Horst Dr. 7515 Linkenheim De Wedemeyer, Elmar 7513 Stutensee De Guenther",1984-04-25,1984-04-25,1988-10-06,1988-10-06,https://patents.google.com/patent/DE3415323C2/en,
DE-3415804-A1,Poloidal coil arrangement for a nuclear fusion device ,"Mitsubishi Denki K.K., Tokio/Tokyo","Kazuo Kuno, Daisaburo Kobe Hyogo Nagata, Shigeyuki Takagi",1983-04-30,1984-04-27,1984-10-31,,https://patents.google.com/patent/DE3415804A1/en,
DE-3415804-C2,Patent DE3415804C2 ,"Mitsubishi Denki K.K., Tokio/Tokyo, Jp","Shigeyuki Takagi, Kazuo Kuno, Daisaburo Kobe Hyogo Jp Nagata",1983-04-30,1984-04-27,1989-10-12,1989-10-12,https://patents.google.com/patent/DE3415804C2/en,
DE-3416843-A1,ACTIVE COOLED HEAT SHIELD ,"Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V., 3400 Göttingen","Günter Dr. Breitenwang Kneringer, Heinz 8045 Ismaning Kotzlowski",1984-05-07,1984-05-07,1985-11-14,,https://patents.google.com/patent/DE3416843A1/en,
JP-S60251606-A,Cooling water system of magnet coil ,"Toshiba Corp, 株式会社東芝","Makoto Tanabe, 田辺　允",1984-05-28,1984-05-28,1985-12-12,,https://patents.google.com/patent/JPS60251606A/en,
JP-S60251607-A,Cooling water system of magnet coil ,"Toshiba Corp, 株式会社東芝","Makoto Tanabe, 田辺　允",1984-05-28,1984-05-28,1985-12-12,,https://patents.google.com/patent/JPS60251607A/en,
JP-S60251605-A,Cooling water system of magnet coil ,"Toshiba Corp, 株式会社東芝","Makoto Tanabe, 田辺　允",1984-05-28,1984-05-28,1985-12-12,,https://patents.google.com/patent/JPS60251605A/en,
EP-0128094-A1,"Filter, particularly a filter for an internal-combustion engine ",ACIERS ET OUTILLAGE PEUGEOT Société dite:,"Jacques Virgille, Francois Jodry, Antoine Juglair",1983-06-02,1984-05-30,1984-12-12,,https://patents.google.com/patent/EP0128094A1/en,https://patentimages.storage.googleapis.com/e3/d0/87/7326939533fb4d/imgf0001.png
EP-0128094-B1,"Filter, particularly a filter for an internal-combustion engine ",ACIERS ET OUTILLAGE PEUGEOT Société dite:,"Jacques Virgille, Francois Jodry, Antoine Juglair",1983-06-02,1984-05-30,1986-05-07,1986-05-07,https://patents.google.com/patent/EP0128094B1/en,https://patentimages.storage.googleapis.com/4d/8f/d9/b75f7e9911a95d/imgf0001.png
DE-3460127-D1,"Filter, particularly a filter for an internal-combustion engine ",Peugeot Aciers Et Outillage,"Jacques Virgille, Francois Jodry, Antoine Juglair",1983-06-02,1984-05-30,1986-06-12,1986-06-12,https://patents.google.com/patent/DE3460127D1/en,
EP-0128092-B1,Tritium breeding solid blanket for a deuterium-tritium fusion reactor ,Framatome,Gérard Chevereau,1983-06-03,1984-05-30,1988-05-18,1988-05-18,https://patents.google.com/patent/EP0128092B1/en,https://patentimages.storage.googleapis.com/ea/da/74/639a8a3f95621b/imgf0001.png
EP-0128092-A1,Tritium breeding solid blanket for a deuterium-tritium fusion reactor ,Framatome,Gérard Chevereau,1983-06-03,1984-05-30,1984-12-12,,https://patents.google.com/patent/EP0128092A1/en,https://patentimages.storage.googleapis.com/88/8b/00/433b643f2e39f5/imgf0001.png
DE-3471389-D1,Tritium breeding solid blanket for a deuterium-tritium fusion reactor ,Framatome Sa,Gerard Chevereau,1983-06-03,1984-05-30,1988-06-23,1988-06-23,https://patents.google.com/patent/DE3471389D1/en,
ES-280013-Y,AIR FILTER ,Aciers Et Outillage Peugeot,,1983-06-02,1984-06-01,1985-06-16,1985-06-16,https://patents.google.com/patent/ES280013Y/en,
JP-S6069594-A,Blanket device for fusion reactor ,フラマト−ム　エ　コンパニ−,ジエラール　シユブロウ,1983-06-03,1984-06-01,1985-04-20,,https://patents.google.com/patent/JPS6069594A/en,
JP-H0160666-B2,Patent JPH0160666B2 ,Ashe E Uuteiyaaju Pujoo,"Uirujiru Jatsuku, Jodori Furansowa, Jugureeru Antowaanu",1983-06-02,1984-06-01,1989-12-25,,https://patents.google.com/patent/JPH0160666B2/en,
ES-280013-U,"Filter, particularly a filter for an internal-combustion engine. ",Aciers Et Outillage Peugeot,,1983-06-02,1984-06-01,1984-12-16,,https://patents.google.com/patent/ES280013U/en,
JP-S6060257-A,Air filter for internal combustion engine ,アシエル・エ・ウ−テイラ−ジユ・プ−ジヨ,"ジヤツク・ヴイルジル, フランソワ・ジヨドリ, アントワーヌ・ジユグレール",1983-06-02,1984-06-01,1985-04-06,,https://patents.google.com/patent/JPS6060257A/en,
US-4588426-A,Air filter for internal combustion engine ,Aciers Et Outillage Peugeot,"Jacques Virgille, Francois Jodry, Antoine Juglair",1983-06-02,1984-06-04,1986-05-13,1986-05-13,https://patents.google.com/patent/US4588426A/en,https://patentimages.storage.googleapis.com/37/2d/16/8f6dd6324f5195/US4588426-drawings-page-2.png
US-4650328-A,Apparatus for determining the filling pressure of a plurality of microballoons ,The United States Of America As Represented By The United States Department Of Energy,Betty S. Jorgensen,1984-06-05,1984-06-05,1987-03-17,1987-03-17,https://patents.google.com/patent/US4650328A/en,https://patentimages.storage.googleapis.com/ef/66/91/0f07ff881cc17d/US4650328-drawings-page-2.png
US-4664868-A,Toroidal coil apparatus ,Mitsubishi Denki Kabushiki Kaisha,"Kazuo Kuno, Tadashi Ichihara, Shintaro Fukumoto, Daisaburo Nagata",1983-06-18,1984-06-06,1987-05-12,1987-05-12,https://patents.google.com/patent/US4664868A/en,https://patentimages.storage.googleapis.com/ea/a1/37/50c94edeaa400c/US4664868-drawings-page-2.png
JP-S60263408-A,Disconnectable helical superconductive coil ,"Mitsuharu Uo, 宇尾　光治, Kobe Steel Ltd, 株式会社神戸製鋼所","Mitsuharu Uo, 宇尾　光治, Osamu Motojima, 本島　修, Takefumi Horiuchi, 堀内　健文, Toshio Fukuzuka, 福塚　淑郎",1984-06-12,1984-06-12,1985-12-26,,https://patents.google.com/patent/JPS60263408A/en,
DE-3421940-C2,Patent DE3421940C2 ,"Mitsubishi Denki K.K., Tokio/Tokyo, Jp","Kazuo Kobe Hyogo Jp Kuno, Tadashi Takrazuka Hyogo Jp Ichihara, Daisaburo Nagata, Shintaro Kobe Hyogo Jp Fukumoto",1983-06-18,1984-06-13,1990-08-30,1990-08-30,https://patents.google.com/patent/DE3421940C2/en,
DE-3421940-A1,TOROID COIL ARRANGEMENT ,"Mitsubishi Denki K.K., Tokio/Tokyo","Shintaro Kobe Hyogo Fukumoto, Tadashi Takrazuka Hyogo Ichihara, Kazuo Kobe Hyogo Kuno, Daisaburo Nagata",1983-06-18,1984-06-13,1984-12-20,,https://patents.google.com/patent/DE3421940A1/en,
GB-2141574-A,Toroidal coil apparatus ,Mitsubishi Electric Corp,"Kazuo Kuno, Tadashi Ichihara, Shintaro Fukumoto, Daisaburo Nagata",1983-06-18,1984-06-15,1984-12-19,,https://patents.google.com/patent/GB2141574A/en,
GB-8415373-D0,Toroidal coil apparatus ,Mitsubishi Electric Corp,,1983-06-18,1984-06-15,1984-07-18,,https://patents.google.com/patent/GB8415373D0/en,
GB-2141574-B,Toroidal coil apparatus ,Mitsubishi Electric Corp,"Kazuo Kuno, Tadashi Ichihara, Shintaro Fukumoto, Daisaburo Nagata",1983-06-18,1984-06-15,1986-12-10,1986-12-10,https://patents.google.com/patent/GB2141574B/en,
DE-3422990-A1,"METHOD FOR PRODUCING SPIN-POLARIZED FUSION FUELS, AND A DEVICE FOR CARRYING OUT THIS METHOD ","Syracuse University, Syracuse, N.Y.",Arnold Oran N.Y. Honig,1983-06-27,1984-06-22,1985-01-17,,https://patents.google.com/patent/DE3422990A1/en,
GB-8416208-D0,Spin polarized fusion fuels ,Univ Syracuse,,1983-06-27,1984-06-26,1984-08-01,,https://patents.google.com/patent/GB8416208D0/en,
GB-2148582-B,Production of spin polarized fusion fuels ,Univ Syracuse,Arnold Honig,1983-06-27,1984-06-26,1988-06-29,1988-06-29,https://patents.google.com/patent/GB2148582B/en,
GB-2148582-A,Production of spin polarizes fusion fuels ,Univ Syracuse,Arnold Honig,1983-06-27,1984-06-26,1985-05-30,,https://patents.google.com/patent/GB2148582A/en,
