search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20070026070-A,Composite part with structured tungsten element ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 프리드리히 토마스, 샤이버 칼하인츠, 쉐들러 디트마르, 차베르니크 안톤, 프리들러 한스-디이터, 마이르 잔드라, 뵐러 나디네, 타베르니크 베른하르트",2005-08-29,2006-08-28,2007-03-08,,https://patents.google.com/patent/KR20070026070A/en,https://patentimages.storage.googleapis.com/37/88/23/ef43ce26fbc7a3/112006061886212-PAT00001.png
KR-101285484-B1,Composite part with structured tungsten element ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 프리드리히 토마스, 샤이버 칼하인츠, 쉐들러 디트마르, 차베르니크 안톤, 프리들러 한스-디이터, 마이르 잔드라, 뵐러 나디네, 타베르니크 베른하르트",2005-08-29,2006-08-28,2013-07-12,2013-07-12,https://patents.google.com/patent/KR101285484B1/en,https://patentimages.storage.googleapis.com/24/8e/76/2e7ceab0870069/112006061886212-pat00001.png
JP-2007061911-A,Composite member having structured tungsten element ,"Plansee Se, プランゼー  エスエー","Bertram Schedler, シェドラー ベルトラム, Thomas Huber, フーバー トーマス, Thomas Dr Friedrich, フリードリッヒ トーマス, Karlheinz Scheiber, シャイバー カールハインツ, Dietmar Schedle, シェドレ ディートマール, Anton Zabernig, ツァーバーニッヒ アントン, Hans-Dieter Friedle, フリードレ ハンス−ディーター, Sandra Mair, マイル ザンドラ, Nadine Woerle, ヴェアレ ナディーネ, Bernhard Tabernic, ターバーニッヒ ベルンハルト",2005-08-29,2006-08-29,2007-03-15,,https://patents.google.com/patent/JP2007061911A/en,
CN-1937095-A,Compound part with structured tungsten part and manufacture method thereof ,普兰西欧洲股份公司,"B·舍德勒, Th·胡贝尔, Th·弗里德里希, K·沙伊贝尔, D·舍德勒, A·察贝尼格, H·D·弗里德尔, S·迈尔, N·韦尔莱, B·塔贝尼格",2005-08-29,2006-08-29,2007-03-28,,https://patents.google.com/patent/CN1937095A/en,https://patentimages.storage.googleapis.com/fc/9e/f5/8fcf88c60e8dec/A20061012915600091.png
JP-5275555-B2,Composite member with structured tungsten element ,プランゼー  エスエー,"シェドラー ベルトラム, フーバー トーマス, フリードリッヒ トーマス, シャイバー カールハインツ, シェドレ ディートマール, ツァーバーニッヒ アントン, フリードレ ハンス−ディーター, マイル ザンドラ, ヴェアレ ナディーネ, ターバーニッヒ ベルンハルト",2005-08-29,2006-08-29,2013-08-28,2013-08-28,https://patents.google.com/patent/JP5275555B2/en,
US-2010028707-A1,Targets and processes for fabricating same ,"Cowan Thomas E, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs","Thomas E. Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2006-09-12,2010-02-04,,https://patents.google.com/patent/US20100028707A1/en,https://patentimages.storage.googleapis.com/1d/7a/a9/0a7024c3e04c9f/US20100028707A1-20100204-D00000.png
EP-1931812-A1,Targets and processes for fabricating same ,"Board of Regents of the Nevada System of Higher Education, on behalf of The University of Nevada, Reno","Thomas E. Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2006-09-12,2008-06-18,,https://patents.google.com/patent/EP1931812A1/en,
JP-2009508106-A,Target and manufacturing method thereof ,ボード  オブ  リージェンツ  オブ  ザ  ネバダ  システム  オブ  ハイアー  エデュケーション  オン  ビハーフ  オブ  ザ  ユニバーシティ  オブ  ネバダ  リーノー,"イー  コーワン トーマス, マレコス スティーヴン, コーガン グラント, アダムズ ジェシー, 靖彦 千徳, ラ  ギャロウデック ナタリー, フックス ジュリエン",2005-09-12,2006-09-12,2009-02-26,,https://patents.google.com/patent/JP2009508106A/en,https://patentimages.storage.googleapis.com/80/56/4d/32cee77ad189b8/2009508106-3.png
WO-2007033060-A1,Targets and processes for fabricating same ,"Board Of Regents Of The Nevada System Of Higher Education, On Behalf Of The University Of Nevada, Reno","Thomas E. Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2006-09-12,2007-03-22,,https://patents.google.com/patent/WO2007033060A1/en,
EP-1931812-A4,Targets and processes for fabricating same ,Univ Nevada,"Thomas E Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Galloudec Nathalie Le, Julien Fuchs",2005-09-12,2006-09-12,2014-07-30,,https://patents.google.com/patent/EP1931812A4/en,
JP-4979704-B2,Target and manufacturing method thereof ,ボード  オブ  リージェンツ  オブ  ザ  ネバダ  システム  オブ  ハイアー  エデュケーション  オン  ビハーフ  オブ  ザ  ユニバーシティ  オブ  ネバダ  リーノー,"イー  コーワン トーマス, マレコス スティーヴン, コーガン グラント, アダムズ ジェシー, 靖彦 千徳, ラ  ギャロウデック ナタリー, フックス ジュリエン",2005-09-12,2006-09-12,2012-07-18,2012-07-18,https://patents.google.com/patent/JP4979704B2/en,https://patentimages.storage.googleapis.com/bd/9e/6c/05c8a3403dece5/0004979704-2.png
EP-1931812-B1,Targets for laser high-energy physics ,"Board of Regents of the Nevada System of Higher Education, on behalf of The University of Nevada, Reno","Thomas E. Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2006-09-12,2018-10-24,2018-10-24,https://patents.google.com/patent/EP1931812B1/en,https://patentimages.storage.googleapis.com/70/66/34/206ad66a25e54c/imgf0001.png
US-8229075-B2,Targets and processes for fabricating same ,"Board Of Regents Of The Nevada System Of Higher Education, On Behalf Of The University Of Nevada, Reno","Thomas Cowan, Steven Malekos, Grant Korgan, Jesse Adams, Yasuhiko Sentoku, Nathalie Le Galloudec, Julien Fuchs",2005-09-12,2006-09-12,2012-07-24,2012-07-24,https://patents.google.com/patent/US8229075B2/en,https://patentimages.storage.googleapis.com/f4/12/63/638a8c24fc5087/US08229075-20120724-D00000.png
WO-2007004074-A2,End of einstein-bohr and mechanisms of nuclear forces: facilitated fusion and fission ,Yuly Zagyansky,Yuly Zagyansky,2005-09-26,2006-09-18,2007-01-11,,https://patents.google.com/patent/WO2007004074A2/en,
US-2011044417-A1,End of einstein-bohr and mechanisms of nuclear forces: facilitated fusion and fission ,Yuly Zagyansky,Yuly Zagyansky,2005-09-26,2006-09-18,2011-02-24,,https://patents.google.com/patent/US20110044417A1/en,
EP-2113122-A1,End of einstein-bohr and mechanisms of nuclear forces: facilitated fusion and fission ,Yuly Zagyansky,Yuly Zagyansky,2006-09-18,2006-09-18,2009-11-04,,https://patents.google.com/patent/EP2113122A1/en,
WO-2007004074-A8,End of einstein-bohr and mechanisms of nuclear forces: facilitated fusion and fission ,Yuly Zagyansky,Yuly Zagyansky,2006-09-18,2006-09-18,2009-08-27,,https://patents.google.com/patent/WO2007004074A8/en,
GB-2445011-A8,Inertial fusion reactor device ,John S Lamont,John S Lamont,2006-09-19,2006-09-19,2011-03-23,,https://patents.google.com/patent/GB2445011A8/en,
GB-0618415-D0,Inertial fusion reactor device ,Lamont John S,,2006-09-19,2006-09-19,2006-11-01,,https://patents.google.com/patent/GB0618415D0/en,
GB-2445011-A,Containment arrangement for capturing energy from an inertial fusion reactor ,John S Lamont,John S Lamont,2006-09-19,2006-09-19,2008-06-25,,https://patents.google.com/patent/GB2445011A/en,
US-2008226011-A1,Plasma Centrifuge Heat Engine Beam Fusion Reactor ,Barnes Daniel C,Daniel C. Barnes,2005-10-04,2006-09-21,2008-09-18,,https://patents.google.com/patent/US20080226011A1/en,https://patentimages.storage.googleapis.com/0a/27/a8/c61abfad96791d/US20080226011A1-20080918-D00000.png
US-2007098129-A1,Plasma containment method ,"Edwards W F, Held Eric D","W. Edwards, Eric Held",2003-03-21,2006-09-26,2007-05-03,,https://patents.google.com/patent/US20070098129A1/en,https://patentimages.storage.googleapis.com/16/90/c9/877717e78f63c4/US20070098129A1-20070503-D00000.png
US-2011170647-A1,Method and apparatus for controlling charged particles ,Emc2,Robert W. Bussard,2006-09-27,2006-09-27,2011-07-14,,https://patents.google.com/patent/US20110170647A1/en,https://patentimages.storage.googleapis.com/a8/a8/eb/e7795ddf104026/US20110170647A1-20110714-D00000.png
CN-101297373-A,Reactor for producing controlled nuclear fusion ,史蒂文·阿诺德·瑟斯塞尔曼,史蒂文·阿诺德·瑟斯塞尔曼,2005-10-24,2006-10-16,2008-10-29,,https://patents.google.com/patent/CN101297373A/en,https://patentimages.storage.googleapis.com/60/93/8e/7def631033fc6f/A20068003953400121.png
US-2008226010-A1,Reactor For Producing Controlled Nuclear Fusion ,Steven Arnold Sesselmann,Steven Arnold Sesselmann,2005-10-24,2006-10-16,2008-09-18,,https://patents.google.com/patent/US20080226010A1/en,https://patentimages.storage.googleapis.com/27/2c/f8/bd7e14c8459986/US20080226010A1-20080918-D00000.png
GB-0804720-D0,Reactor for producing controlled nuclear fusion ,Bee Res Pty Ltd,,2005-10-24,2006-10-16,2008-04-23,,https://patents.google.com/patent/GB0804720D0/en,
GB-2444444-A,Reactor for producing controlled nuclear fusion ,Bee Res Pty Ltd,Steven Arnold Sesselmann,2005-10-24,2006-10-16,2008-06-04,,https://patents.google.com/patent/GB2444444A/en,
CA-2637162-A1,Reactor for producing controlled nuclear fusion ,Steven Arnold Sesselmann,Steven Arnold Sesselmann,2005-10-24,2006-10-16,2007-05-03,,https://patents.google.com/patent/CA2637162A1/en,
WO-2007048170-A1,Reactor for producing controlled nuclear fusion ,Steven Arnold Sesselmann,Steven Arnold Sesselmann,2005-10-24,2006-10-16,2007-05-03,,https://patents.google.com/patent/WO2007048170A1/en,
US-2008095293-A1,"C-pinch, plasma-ring thermonuclear fusion reactors and method ",James Scott Hacsi,James Scott Hacsi,2006-10-17,2006-10-17,2008-04-24,,https://patents.google.com/patent/US20080095293A1/en,https://patentimages.storage.googleapis.com/0f/98/96/017c9476f00f9a/US20080095293A1-20080424-D00000.png
US-7550741-B2,Inertial electrostatic confinement fusion ,Sanns Jr Frank,"Frank Sanns, Jr.",2006-10-18,2006-10-18,2009-06-23,2009-06-23,https://patents.google.com/patent/US7550741B2/en,https://patentimages.storage.googleapis.com/14/db/f9/ad54ddf3ef72c0/US07550741-20090623-D00000.png
US-2008142725-A1,Inertial electrostatic confinement fusion ,Frank Sanns,Frank Sanns,2006-10-18,2006-10-18,2008-06-19,,https://patents.google.com/patent/US20080142725A1/en,https://patentimages.storage.googleapis.com/7e/54/c0/c0df91d7ccf97e/US20080142725A1-20080619-D00000.png
EP-1974356-A1,Hollow sphere with a coating and method and device for the production thereof ,"Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V., Lawrence Livermore National Laboratory","Christoph Wild, Eckhard WÖRNER, Jürgen BIENER, Alex V. Hamza",2005-10-21,2006-10-19,2008-10-01,,https://patents.google.com/patent/EP1974356A1/en,
WO-2007045479-A1,Hollow sphere with a coating and method and device for the production thereof ,"Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V., Lawrence Livermore National Laboratory","Christoph Wild, Eckhard WÖRNER, Jürgen BIENER, Alex V. Hamza",2005-10-21,2006-10-19,2007-04-26,,https://patents.google.com/patent/WO2007045479A1/en,
US-2007104399-A1,Fabrication of diamond shells ,The Regents Of The University Of California,"Alex Hamza, Juergen Biener, Christoph Wild, Eckhard Woerner",2005-10-21,2006-10-20,2007-05-10,,https://patents.google.com/patent/US20070104399A1/en,https://patentimages.storage.googleapis.com/c0/09/b6/f05f3e0c196240/US20070104399A1-20070510-D00000.png
US-9481930-B2,Fabrication of diamond shells ,"Lawrence Livermore National Security, Llc","Alex V. Hamza, Juergen Biener, Christoph Wild, Eckhard Woerner",2005-10-21,2006-10-20,2016-11-01,2016-11-01,https://patents.google.com/patent/US9481930B2/en,https://patentimages.storage.googleapis.com/10/3a/0c/6b1470ab15dc9b/US09481930-20161101-D00000.png
KR-100811099-B1,Hot isostatic pressing joining method between be and cu alloy by formation of the diffusion layers between coated interlayers ,한국원자력연구원,"박정용, 정용환, 박상윤, 이명호, 최병권, 백종혁, 김준환, 김현길, 홍봉근",2006-10-27,2006-10-27,2008-03-06,2008-03-06,https://patents.google.com/patent/KR100811099B1/en,https://patentimages.storage.googleapis.com/e3/9a/9a/c7ceafd5c05fc5/112006078239548-pat00001.png
US-7486758-B1,Combined plasma source and liner implosion system ,The United States Of America As Represented By The Secretary Of The Air Force,Peter J. Turchi,2006-10-30,2006-10-30,2009-02-03,2009-02-03,https://patents.google.com/patent/US7486758B1/en,https://patentimages.storage.googleapis.com/60/a9/90/4b61b9ae2dc823/US07486758-20090203-D00000.png
ES-2380784-T3,Synchronization signal generation device with very small phase fluctuation ,Commissariat a l'énergie atomique et aux énergies alternatives,"Jean-François Pastor, Michel Prat",2005-11-15,2006-11-08,2012-05-18,2012-05-18,https://patents.google.com/patent/ES2380784T3/en,
EP-1785999-B1,Spherical fusion reactor and method for maintaining or initiating a fusion ,"Domokos Tar, K. Alexander Müller","Domokos Tar, K. Alexander Müller",2005-11-10,2006-11-08,2009-03-04,2009-03-04,https://patents.google.com/patent/EP1785999B1/en,https://patentimages.storage.googleapis.com/94/f0/0d/c0383960b43a20/imgf0001.png
EP-1786104-A1,Device for generating synchronising signals with very low jitter. ,Commissariat A L'energie Atomique,"Jean-François Pastor, Michel Prat",2005-11-15,2006-11-08,2007-05-16,,https://patents.google.com/patent/EP1786104A1/en,https://patentimages.storage.googleapis.com/1c/db/72/3db6dd9e18fab3/imgf0001.png
AT-E424610-T1,SPHERICAL FUSION REACTOR AND METHOD FOR MAINTAINING OR INITIATING A FUSION ,"Domokos Tar, K Alexander Mueller","Domokos Tar, K Alexander Mueller",2005-11-10,2006-11-08,2009-03-15,2009-03-15,https://patents.google.com/patent/ATE424610T1/en,
AT-E541359-T1,ARRANGEMENT FOR GENERATING SYNCRONIZING SIGNALS WITH VERY LOW JITTER ,Commissariat Energie Atomique,"Jean-Francois Pastor, Michel Prat",2005-11-15,2006-11-08,2012-01-15,2012-01-15,https://patents.google.com/patent/ATE541359T1/en,
EP-1785999-A1,Spherical fusion reactor and method for maintaining or initiating a fusion ,"K. Alexander Müller, Domokos Tar","K. Alexander Müller, Domokos Tar",2005-11-10,2006-11-08,2007-05-16,,https://patents.google.com/patent/EP1785999A1/en,https://patentimages.storage.googleapis.com/aa/c5/28/57737c44661353/imgf0001.png
EP-1786104-B1,Device for generating synchronising signals with very low jitter. ,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,"Jean-François Pastor, Michel Prat",2005-11-15,2006-11-08,2012-01-11,2012-01-11,https://patents.google.com/patent/EP1786104B1/en,https://patentimages.storage.googleapis.com/e1/e1/5d/c6521927cfb676/imgf0001.png
DE-602006005443-D1,Spherical fusion reactor and method for maintaining or initiating fusion ,"Mueller Karl Alexander, Domokos Tar","Domokos Tar, Alexander K Mueller",2005-11-10,2006-11-08,2009-04-16,,https://patents.google.com/patent/DE602006005443D1/en,
US-2007206714-A1,Propulsion motor ,Conceicao Jose D,Jose Conceicao,2002-09-19,2006-11-18,2007-09-06,,https://patents.google.com/patent/US20070206714A1/en,https://patentimages.storage.googleapis.com/a8/d3/92/21789016e44d12/US20070206714A1-20070906-D00000.png
KR-100771980-B1,A ground wrapping apparatus of the coil which is formed of the superconduction cable-in-conduit ,한국기초과학지원연구원,"안상진, 박원우, 김광표, 임병수",2006-11-29,2006-11-29,2007-11-01,2007-11-01,https://patents.google.com/patent/KR100771980B1/en,https://patentimages.storage.googleapis.com/e8/82/e1/a8a7881eaaa92d/112006088361635-pat00001.png
EP-1796104-A3,First wall component with ring segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Thomas Friedrich, Karlheinz Scheiber, Dietmar Schedle, Anton Zabernig, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-04,2012-05-09,,https://patents.google.com/patent/EP1796104A3/en,
KR-20070059978-A,First-wall component with tube segment ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 차베르니크 안톤, 샤이버 칼하인츠, 쉐들레 디트마르, 프리드리히 토마스, 프리들레 한스-디이터, 마이르 잔드라, 뵐레 나디네",2005-12-06,2006-12-04,2007-06-12,,https://patents.google.com/patent/KR20070059978A/en,https://patentimages.storage.googleapis.com/ab/3f/04/bfbcd59857291e/112006089859997-PAT00001.png
EP-1796104-B1,First wall component with ring segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Thomas Friedrich, Karlheinz Scheiber, Dietmar Schedle, Anton Zabernig, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-04,2013-02-20,2013-02-20,https://patents.google.com/patent/EP1796104B1/en,https://patentimages.storage.googleapis.com/df/3a/34/310f6c6d0c91ae/imgf0001.png
CN-1983459-B,First wall component with ring segment ,普兰西欧洲股份公司,"B·舍德勒, Th·胡贝尔, A·察贝尼格, K·沙伊贝尔, D·舍德勒, Th·弗里德里希, H-D·弗里德尔, S·迈尔, N·韦尔莱",2005-12-06,2006-12-04,2012-09-26,2012-09-26,https://patents.google.com/patent/CN1983459B/en,https://patentimages.storage.googleapis.com/3a/4a/dd/722fed3ca1b461/H061G8415520061229E000011.png
PL-1796104-T3,First wall component with ring segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Thomas Friedrich, Karlheinz Scheiber, Dietmar Schedle, Anton Zabernig, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-04,2013-08-30,,https://patents.google.com/patent/PL1796104T3/en,
ES-2403159-T3,First wall component with annular segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Thomas Friedrich, Karlheinz Scheiber, Dietmar Schedle, Anton Zabernig, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-04,2013-05-14,2013-05-14,https://patents.google.com/patent/ES2403159T3/en,
CN-1983459-A,First wall component with ring segment ,普兰西欧洲股份公司,"B·舍德勒, Th·胡贝尔, A·察贝尼格, K·沙伊贝尔, D·舍德勒, Th·弗里德里希, H-D·弗里德尔, S·迈尔, N·韦尔莱",2005-12-06,2006-12-04,2007-06-20,,https://patents.google.com/patent/CN1983459A/en,
GB-2444525-A,Method and apparatus for reducing the radioactivity of a particle ,Alan Charles Sturt,Alan Charles Sturt,2006-12-04,2006-12-04,2008-06-11,,https://patents.google.com/patent/GB2444525A/en,
KR-101298346-B1,First-wall component with tube segment ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 차베르니크 안톤, 샤이버 칼하인츠, 쉐들레 디트마르, 프리드리히 토마스, 프리들레 한스-디이터, 마이르 잔드라, 뵐레 나디네",2005-12-06,2006-12-04,2013-08-20,2013-08-20,https://patents.google.com/patent/KR101298346B1/en,https://patentimages.storage.googleapis.com/3d/05/c7/3e392feaa0dc54/112006089859997-pat00001.png
GB-0624203-D0,Method and apparatus for reducing the radioactivity of a particle ,Sturt Alan C,,2006-12-04,2006-12-04,2007-01-10,,https://patents.google.com/patent/GB0624203D0/en,
GB-2444525-B,Method and apparatus for reducing the radioactivity of a particle ,Alan Charles Sturt,Alan Charles Sturt,2006-12-04,2006-12-04,2011-10-05,2011-10-05,https://patents.google.com/patent/GB2444525B/en,
EP-1796104-A2,First wall component with ring segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Thomas Friedrich, Karlheinz Scheiber, Dietmar Schedle, Anton Zabernig, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-04,2007-06-13,,https://patents.google.com/patent/EP1796104A2/en,https://patentimages.storage.googleapis.com/46/93/33/324b5ce55e20b3/imgf0001.png
RU-2006143103-A,FIRST WALL COMPONENT WITH PIPE CUT ,"Планзее Зе (At), Планзее ЗЕ","Бертрам ШЕДЛЕР (AT), Бертрам ШЕДЛЕР, Карлхайнц ШАЙБЕР (AT), Карлхайнц ШАЙБЕР, Ханс-Дитер ФРИДЛЕ (AT), Ханс-Дитер ФРИДЛЕ, Томас ХУБЕР (AT), Томас Хубер, Дитмар ШЕДЛЕ (AT), Дитмар ШЕДЛЕ, Сандра МАЙР (AT), Сандра МАЙР, Антон ЗАБЕРНИГ (AT), Антон ЗАБЕРНИГ, Томас ФРИДРИХ (DE), Томас Фридрих, Надине ВЕРЛЕ (AT), Надине ВЕРЛЕ",2005-12-06,2006-12-05,2008-06-10,,https://patents.google.com/patent/RU2006143103A/en,
KR-100831427-B1,Current feeder system of tokamak ,한국기초과학지원연구원,이영주,2006-12-05,2006-12-05,2008-05-22,2008-05-22,https://patents.google.com/patent/KR100831427B1/en,https://patentimages.storage.googleapis.com/90/49/59/9324bbc3d86e69/112007086349955-pat00004.png
JP-2007155737-A,First wall component having tube segment ,"Plansee Se, プランゼー  エスエー","Bertram Schedler, シェドラー ベルトラム, Thomas Huber, フーバー トーマス, Anton Zabernig, ツァーバーニッヒ アントン, Karlheinz Scheiber, シャイバー カールハインツ, Dietmar Schedle, シェドレ ディートマール, Thomas Dr Friedrich, フリードリッヒ トーマス, Hans-Dieter Friedle, フリードレ ハンス‐ディーター, Sandra Mair, マイル ザンドラ, Nadine Woerle, ヴェルレ ナディーネ",2005-12-06,2006-12-05,2007-06-21,,https://patents.google.com/patent/JP2007155737A/en,https://patentimages.storage.googleapis.com/8a/0e/0a/17a83964134ff6/2007155737-3.png
KR-100831428-B1,An inspection illuminator with remotely controlled shutter for the large-scale ultra-high vacuum devices ,한국기초과학지원연구원,정진일,2006-12-05,2006-12-05,2008-05-22,2008-05-22,https://patents.google.com/patent/KR100831428B1/en,https://patentimages.storage.googleapis.com/b5/90/3c/0b88eb168ab6c3/112006090220193-pat00002.png
RU-2403632-C2,First wall component with pipe section ,Планзее ЗЕ,"Бертрам ШЕДЛЕР (AT), Бертрам ШЕДЛЕР, Карлхайнц ШАЙБЕР (AT), Карлхайнц ШАЙБЕР, Ханс-Дитер ФРИДЛЕ (AT), Ханс-Дитер ФРИДЛЕ, Томас ХУБЕР (AT), Томас Хубер, Дитмар ШЕДЛЕ (AT), Дитмар ШЕДЛЕ, Сандра МАЙР (AT), Сандра МАЙР, Антон ЗАБЕРНИГ (AT), Антон ЗАБЕРНИГ, Томас ФРИДРИХ (DE), Томас Фридрих, Надине ВЕРЛЕ (AT), Надине ВЕРЛЕ",2005-12-06,2006-12-05,2010-11-10,2010-11-10,https://patents.google.com/patent/RU2403632C2/en,https://patentimages.storage.googleapis.com/14/74/11/f906dca54d0038/00000002.png
KR-100831426-B1,Apparatus for preventing unbalance of thermal shield of current lead box ,한국기초과학지원연구원,"이영주, 박영민",2006-12-05,2006-12-05,2008-05-22,2008-05-22,https://patents.google.com/patent/KR100831426B1/en,https://patentimages.storage.googleapis.com/45/a5/b5/0d1b15ad530123/112006090200214-pat00001.png
CN-1988049-A,Copper alloy heatsink ,普兰西欧洲股份公司,"B·舍德勒, Th·胡贝尔, A·察贝尼格, K·沙伊贝尔, D·舍德勒, Th·弗里德里希, H-D·弗里德尔, S·迈尔, N·韦尔莱",2005-12-23,2006-12-06,2007-06-27,,https://patents.google.com/patent/CN1988049A/en,
US-2007137847-A1,First-wall component with tube segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Anton Zabernig, Karlheinz Scheiber, Dietmar Schedle, Thomas Friedrich, Hans-Dieter Friedle, Sandra Mair, Nadine Worle",2005-12-06,2006-12-06,2007-06-21,,https://patents.google.com/patent/US20070137847A1/en,https://patentimages.storage.googleapis.com/e8/69/55/b02e2cceeb282b/US20070137847A1-20070621-D00000.png
US-7940880-B2,First-wall component with tube segment ,Plansee Se,"Bertram Schedler, Thomas Huber, Anton Zabernig, Karlheinz Scheiber, Dietmar Schedle, Thomas Friedrich, Hans-Dieter Friedle, Sandra Mair, Nadine Wörle",2005-12-06,2006-12-06,2011-05-10,2011-05-10,https://patents.google.com/patent/US7940880B2/en,https://patentimages.storage.googleapis.com/d9/a2/f4/92cb8b696e867a/US07940880-20110510-D00000.png
FR-2909657-B1,"HYDROGEN-RELATIVE MINERAL COMPOSITION, PROCESS FOR PREPARATION AND USES ",Commissariat Energie Atomique,Martial Chantal Riglet,2006-12-12,2006-12-12,2009-03-06,2009-03-06,https://patents.google.com/patent/FR2909657B1/en,
WO-2007074224-A8,Chemical thermonuclear power plant ,Damien Aubouet,Damien Aubouet,2005-12-27,2006-12-12,2007-12-06,,https://patents.google.com/patent/WO2007074224A8/en,
FR-2909657-A1,"HYDROGEN-RELATIVE MINERAL COMPOSITION, PROCESS FOR PREPARATION AND USES ",Commissariat Energie Atomique,Martial Chantal Riglet,2006-12-12,2006-12-12,2008-06-13,,https://patents.google.com/patent/FR2909657A1/en,
WO-2007074224-A2,Chemical thermonuclear power plant ,Damien Aubouet,Damien Aubouet,2005-12-27,2006-12-12,2007-07-05,,https://patents.google.com/patent/WO2007074224A2/en,
EP-1801812-A2,Copper alloy heatsink ,Plansee Se,"Bertram Schedler, Karlheinz Scheiber, Hans-Dieter Friedle, Thomas Huber, Thomas Schedle, Sandra Mair, Anton Zabernig, Thomas Friedrich, Nadine Wörle",2005-12-23,2006-12-20,2007-06-27,,https://patents.google.com/patent/EP1801812A2/en,
EP-1801812-A3,Copper alloy heatsink ,Plansee Se,"Bertram Schedler, Karlheinz Scheiber, Hans-Dieter Friedle, Thomas Huber, Thomas Schedle, Sandra Mair, Anton Zabernig, Thomas Friedrich, Nadine Wörle",2005-12-23,2006-12-20,2012-05-16,,https://patents.google.com/patent/EP1801812A3/en,
JP-5295497-B2,Method for manufacturing first wall of fusion reactor ,プランゼー  エスエー,"シェドラー ベルトラム, フーバー トーマス, ツァーバーニッヒ アントン, シャイバー カールハインツ, シェドレ ディートマール, フリードリッヒ トーマス, フリードレ ハンス‐ディーター, マイル ザンドラ, ヴェルレ ナディーネ",2005-12-23,2006-12-21,2013-09-18,2013-09-18,https://patents.google.com/patent/JP5295497B2/en,
JP-2007171198-A,First wall component of nuclear fusion reactor ,"Plansee Se, プランゼー  エスエー","Bertram Schedler, シェドラー ベルトラム, Thomas Huber, フーバー トーマス, Anton Zabernig, ツァーバーニッヒ アントン, Karlheinz Scheiber, シャイバー カールハインツ, Dietmar Schedle, シェドレ ディートマール, Thomas Dr Friedrich, フリードリッヒ トーマス, Hans-Dieter Friedle, フリードレ ハンス‐ディーター, Sandra Mair, マイル ザンドラ, Nadine Woerle, ヴェルレ ナディーネ",2005-12-23,2006-12-21,2007-07-05,,https://patents.google.com/patent/JP2007171198A/en,
KR-20070066983-A,Heat sink of a copper alloy ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 차베르니크 안톤, 샤이버 칼하인츠, 쉐들레 디트마르, 프리드리히 토마스, 프리들레 한스-디이터, 마이르 잔드라, 뵐레 나디네",2005-12-23,2006-12-22,2007-06-27,,https://patents.google.com/patent/KR20070066983A/en,
KR-101308327-B1,Heat sink of a copper alloy ,플란제 에스이,"쉐들러 베르트람, 후버 토마스, 차베르니크 안톤, 샤이버 칼하인츠, 쉐들레 디트마르, 프리드리히 토마스, 프리들레 한스-디이터, 마이르 잔드라, 뵐레 나디네",2005-12-23,2006-12-22,2013-09-17,2013-09-17,https://patents.google.com/patent/KR101308327B1/en,
